Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:instance,concept:name,lifecycle:transition,org:group,org:resource,time:timestamp
case-5044,T06 Determine necessity of stop advice,Resource02,2011/01/11 19:44:42.991,Variant 1,1,task-7594,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-01-11T19:44:42.991+10:00
case-5044,T07-1 Draft intern advice aspect 1,Resource02,2011/01/11 19:45:40.010,Variant 1,1,task-7596,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource02,2011-01-11T19:45:40.010+10:00
case-5044,T06 Determine necessity of stop advice,Resource02,2011/01/11 19:46:02.018,Variant 1,1,task-7597,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-01-11T19:46:02.018+10:00
case-5044,T10 Determine necessity to stop indication,Resource02,2011/01/11 19:46:37.624,Variant 1,1,task-7598,T10 Determine necessity to stop indication,complete,Group 1,Resource02,2011-01-11T19:46:37.624+10:00
case-5044,T04 Determine confirmation of receipt,Resource10,2011/01/11 19:54:13.503,Variant 1,1,task-7595,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2011-01-11T19:54:13.503+10:00
case-5044,T05 Print and send confirmation of receipt,admin1,2011/01/11 23:16:05.601,Variant 1,1,task-7607,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-01-11T23:16:05.601+10:00
case-5135,Confirmation of receipt,Resource02,2011/01/07 01:34:14.660,Variant 2,2,task-6797,Confirmation of receipt,complete,EMPTY,Resource02,2011-01-07T01:34:14.660+10:00
case-5135,T02 Check confirmation of receipt,Resource02,2011/01/07 01:36:03.719,Variant 2,2,task-7129,T02 Check confirmation of receipt,complete,EMPTY,Resource02,2011-01-07T01:36:03.719+10:00
case-5135,T06 Determine necessity of stop advice,Resource02,2011/01/07 16:42:40.950,Variant 2,2,task-7130,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-01-07T16:42:40.950+10:00
case-5135,T07-1 Draft intern advice aspect 1,Resource02,2011/01/07 16:51:53.105,Variant 2,2,task-7138,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource02,2011-01-07T16:51:53.105+10:00
case-5135,T06 Determine necessity of stop advice,Resource02,2011/01/07 16:52:11.980,Variant 2,2,task-7139,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-01-07T16:52:11.980+10:00
case-5135,T07-1 Draft intern advice aspect 1,Resource02,2011/01/07 16:52:36.087,Variant 2,2,task-7140,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource02,2011-01-07T16:52:36.087+10:00
case-5135,T06 Determine necessity of stop advice,Resource02,2011/01/07 16:53:00.836,Variant 2,2,task-7141,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-01-07T16:53:00.836+10:00
case-5135,T10 Determine necessity to stop indication,Resource02,2011/01/07 16:53:24.448,Variant 2,2,task-7142,T10 Determine necessity to stop indication,complete,Group 1,Resource02,2011-01-07T16:53:24.448+10:00
case-5135,T04 Determine confirmation of receipt,Resource10,2011/01/07 17:02:08.049,Variant 2,2,task-7131,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2011-01-07T17:02:08.049+10:00
case-5135,T05 Print and send confirmation of receipt,admin1,2011/01/08 00:37:17.405,Variant 2,2,task-7144,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-01-08T00:37:17.405+10:00
case-5380,Confirmation of receipt,Resource02,2011/02/02 01:35:39.977,Variant 4,4,task-8885,Confirmation of receipt,complete,EMPTY,Resource02,2011-02-02T01:35:39.977+10:00
case-5380,T02 Check confirmation of receipt,Resource02,2011/02/02 01:37:33.275,Variant 4,4,task-10486,T02 Check confirmation of receipt,complete,EMPTY,Resource02,2011-02-02T01:37:33.275+10:00
case-5380,T06 Determine necessity of stop advice,Resource02,2011/02/02 18:12:07.958,Variant 4,4,task-10487,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-02-02T18:12:07.958+10:00
case-5380,T07-1 Draft intern advice aspect 1,Resource02,2011/02/02 18:19:05.488,Variant 4,4,task-10545,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource02,2011-02-02T18:19:05.488+10:00
case-5380,T06 Determine necessity of stop advice,Resource02,2011/02/02 18:21:52.637,Variant 4,4,task-10554,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-02-02T18:21:52.637+10:00
case-5380,T07-1 Draft intern advice aspect 1,Resource02,2011/02/02 18:22:52.817,Variant 4,4,task-10555,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource02,2011-02-02T18:22:52.817+10:00
case-5380,T06 Determine necessity of stop advice,Resource02,2011/02/02 18:23:40.770,Variant 4,4,task-10557,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-02-02T18:23:40.770+10:00
case-5380,T07-1 Draft intern advice aspect 1,Resource02,2011/02/02 18:24:33.044,Variant 4,4,task-10559,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource02,2011-02-02T18:24:33.044+10:00
case-5380,T06 Determine necessity of stop advice,Resource02,2011/02/02 18:24:55.446,Variant 4,4,task-10560,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-02-02T18:24:55.446+10:00
case-5380,T10 Determine necessity to stop indication,Resource02,2011/02/02 18:25:15.384,Variant 4,4,task-10561,T10 Determine necessity to stop indication,complete,Group 1,Resource02,2011-02-02T18:25:15.384+10:00
case-5380,T04 Determine confirmation of receipt,Resource02,2011/02/02 19:49:15.212,Variant 4,4,task-10488,T04 Determine confirmation of receipt,complete,EMPTY,Resource02,2011-02-02T19:49:15.212+10:00
case-5380,T05 Print and send confirmation of receipt,Resource02,2011/02/02 19:51:01.951,Variant 4,4,task-10632,T05 Print and send confirmation of receipt,complete,Group 2,Resource02,2011-02-02T19:51:01.951+10:00
case-5573,Confirmation of receipt,Resource02,2011/02/21 19:54:35.132,Variant 1,1,task-9940,Confirmation of receipt,complete,EMPTY,Resource02,2011-02-21T19:54:35.132+10:00
case-5573,T02 Check confirmation of receipt,Resource02,2011/02/21 19:57:01.807,Variant 1,1,task-13290,T02 Check confirmation of receipt,complete,Group 4,Resource02,2011-02-21T19:57:01.807+10:00
case-5573,T06 Determine necessity of stop advice,Resource02,2011/02/21 19:57:34.609,Variant 1,1,task-13291,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-02-21T19:57:34.609+10:00
case-5573,T07-1 Draft intern advice aspect 1,Resource02,2011/02/21 20:18:54.176,Variant 1,1,task-13294,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource02,2011-02-21T20:18:54.176+10:00
case-5573,T06 Determine necessity of stop advice,Resource02,2011/02/21 20:19:32.766,Variant 1,1,task-13307,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-02-21T20:19:32.766+10:00
case-5573,T10 Determine necessity to stop indication,Resource02,2011/02/21 20:19:54.380,Variant 1,1,task-13309,T10 Determine necessity to stop indication,complete,Group 1,Resource02,2011-02-21T20:19:54.380+10:00
case-5573,T04 Determine confirmation of receipt,Resource10,2011/02/22 00:17:49.393,Variant 1,1,task-13293,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2011-02-22T00:17:49.393+10:00
case-5573,T05 Print and send confirmation of receipt,admin1,2011/02/23 20:01:06.231,Variant 1,1,task-13417,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-02-23T20:01:06.231+10:00
case-5998,Confirmation of receipt,Resource02,2011/02/22 21:33:34.076,Variant 2,2,task-12281,Confirmation of receipt,complete,EMPTY,Resource02,2011-02-22T21:33:34.076+10:00
case-5998,T02 Check confirmation of receipt,Resource02,2011/02/22 21:33:54.700,Variant 2,2,task-13559,T02 Check confirmation of receipt,complete,Group 4,Resource02,2011-02-22T21:33:54.700+10:00
case-5998,T06 Determine necessity of stop advice,Resource02,2011/02/22 21:39:29.929,Variant 2,2,task-13560,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-02-22T21:39:29.929+10:00
case-5998,T07-1 Draft intern advice aspect 1,Resource02,2011/02/22 21:40:09.009,Variant 2,2,task-13562,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource02,2011-02-22T21:40:09.009+10:00
case-5998,T06 Determine necessity of stop advice,Resource02,2011/02/22 21:40:22.166,Variant 2,2,task-13563,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-02-22T21:40:22.166+10:00
case-5998,T07-1 Draft intern advice aspect 1,Resource02,2011/02/22 21:40:32.708,Variant 2,2,task-13564,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource02,2011-02-22T21:40:32.708+10:00
case-5998,T06 Determine necessity of stop advice,Resource02,2011/02/22 21:40:43.308,Variant 2,2,task-13565,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-02-22T21:40:43.308+10:00
case-5998,T10 Determine necessity to stop indication,Resource02,2011/02/22 21:45:06.258,Variant 2,2,task-13566,T10 Determine necessity to stop indication,complete,Group 1,Resource02,2011-02-22T21:45:06.258+10:00
case-5998,T04 Determine confirmation of receipt,Resource19,2011/02/23 19:31:51.061,Variant 2,2,task-13561,T04 Determine confirmation of receipt,complete,EMPTY,Resource19,2011-02-23T19:31:51.061+10:00
case-5998,T05 Print and send confirmation of receipt,admin1,2011/02/23 20:57:55.759,Variant 2,2,task-13798,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-02-23T20:57:55.759+10:00
case-6335,Confirmation of receipt,Resource01,2011/03/24 19:45:41.418,Variant 5,5,task-15433,Confirmation of receipt,complete,EMPTY,Resource01,2011-03-24T19:45:41.418+10:00
case-6335,T02 Check confirmation of receipt,Resource01,2011/03/24 19:46:01.784,Variant 5,5,task-17540,T02 Check confirmation of receipt,complete,Group 4,Resource01,2011-03-24T19:46:01.784+10:00
case-6335,T04 Determine confirmation of receipt,Resource01,2011/03/24 19:46:13.946,Variant 5,5,task-17542,T04 Determine confirmation of receipt,complete,Group 3,Resource01,2011-03-24T19:46:13.946+10:00
case-6335,T05 Print and send confirmation of receipt,Resource01,2011/03/24 19:46:24.024,Variant 5,5,task-17543,T05 Print and send confirmation of receipt,complete,Group 2,Resource01,2011-03-24T19:46:24.024+10:00
case-6335,T06 Determine necessity of stop advice,Resource11,2011/04/06 18:06:24.073,Variant 5,5,task-17541,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2011-04-06T18:06:24.073+10:00
case-6335,T10 Determine necessity to stop indication,Resource11,2011/04/06 18:07:15.367,Variant 5,5,task-19232,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2011-04-06T18:07:15.367+10:00
case-6335,T16 Report reasons to hold request,Resource11,2011/04/06 22:14:40.223,Variant 5,5,task-19233,T16 Report reasons to hold request,complete,Group 1,Resource11,2011-04-06T22:14:40.223+10:00
case-6335,T17 Check report Y to stop indication,Resource11,2011/04/06 22:15:18.808,Variant 5,5,task-19323,T17 Check report Y to stop indication,complete,Group 4,Resource11,2011-04-06T22:15:18.808+10:00
case-6335,T18 Adjust report Y to stop indicition,Resource11,2011/04/06 22:15:31.424,Variant 5,5,task-19324,T18 Adjust report Y to stop indicition,complete,Group 1,Resource11,2011-04-06T22:15:31.424+10:00
case-6335,T17 Check report Y to stop indication,Resource11,2011/04/06 22:16:10.658,Variant 5,5,task-19325,T17 Check report Y to stop indication,complete,EMPTY,Resource11,2011-04-06T22:16:10.658+10:00
case-6335,T18 Adjust report Y to stop indicition,Resource11,2011/04/06 22:16:29.966,Variant 5,5,task-19326,T18 Adjust report Y to stop indicition,complete,Group 1,Resource11,2011-04-06T22:16:29.966+10:00
case-6335,T17 Check report Y to stop indication,Resource11,2011/04/06 22:17:22.246,Variant 5,5,task-19327,T17 Check report Y to stop indication,complete,EMPTY,Resource11,2011-04-06T22:17:22.246+10:00
case-6335,T18 Adjust report Y to stop indicition,Resource11,2011/04/06 22:17:34.132,Variant 5,5,task-19328,T18 Adjust report Y to stop indicition,complete,Group 1,Resource11,2011-04-06T22:17:34.132+10:00
case-6335,T17 Check report Y to stop indication,Resource11,2011/04/06 22:19:08.597,Variant 5,5,task-19329,T17 Check report Y to stop indication,complete,EMPTY,Resource11,2011-04-06T22:19:08.597+10:00
case-6335,T18 Adjust report Y to stop indicition,Resource11,2011/04/06 22:19:25.491,Variant 5,5,task-19330,T18 Adjust report Y to stop indicition,complete,Group 1,Resource11,2011-04-06T22:19:25.491+10:00
case-6335,T17 Check report Y to stop indication,Resource11,2011/04/06 22:19:39.722,Variant 5,5,task-19331,T17 Check report Y to stop indication,complete,Group 4,Resource11,2011-04-06T22:19:39.722+10:00
case-6335,T19 Determine report Y to stop indication,Resource11,2011/04/06 22:19:53.076,Variant 5,5,task-19332,T19 Determine report Y to stop indication,complete,Group 3,Resource11,2011-04-06T22:19:53.076+10:00
case-6335,T20 Print report Y to stop indication,Resource11,2011/04/06 22:20:03.916,Variant 5,5,task-19333,T20 Print report Y to stop indication,complete,Group 2,Resource11,2011-04-06T22:20:03.916+10:00
case-7815,Confirmation of receipt,Resource05,2011/06/06 17:47:31.708,Variant 6,6,task-27193,Confirmation of receipt,complete,EMPTY,Resource05,2011-06-06T17:47:31.708+10:00
case-7815,T02 Check confirmation of receipt,Resource05,2011/06/06 17:47:46.563,Variant 6,6,task-27677,T02 Check confirmation of receipt,complete,Group 4,Resource05,2011-06-06T17:47:46.563+10:00
case-7815,T04 Determine confirmation of receipt,Resource05,2011/06/06 17:48:04.553,Variant 6,6,task-27679,T04 Determine confirmation of receipt,complete,Group 3,Resource05,2011-06-06T17:48:04.553+10:00
case-7815,T05 Print and send confirmation of receipt,Resource05,2011/06/06 17:48:19.723,Variant 6,6,task-27680,T05 Print and send confirmation of receipt,complete,Group 2,Resource05,2011-06-06T17:48:19.723+10:00
case-7815,T06 Determine necessity of stop advice,Resource05,2011/06/06 17:49:04.495,Variant 6,6,task-27678,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-06-06T17:49:04.495+10:00
case-7815,T10 Determine necessity to stop indication,Resource05,2011/06/06 17:49:41.978,Variant 6,6,task-27681,T10 Determine necessity to stop indication,complete,Group 1,Resource05,2011-06-06T17:49:41.978+10:00
case-7815,T16 Report reasons to hold request,Resource05,2011/06/06 17:56:09.998,Variant 6,6,task-27683,T16 Report reasons to hold request,complete,Group 1,Resource05,2011-06-06T17:56:09.998+10:00
case-7815,T17 Check report Y to stop indication,Resource05,2011/06/06 17:56:39.135,Variant 6,6,task-27686,T17 Check report Y to stop indication,complete,Group 4,Resource05,2011-06-06T17:56:39.135+10:00
case-7815,T18 Adjust report Y to stop indicition,Resource05,2011/06/06 17:57:01.276,Variant 6,6,task-27687,T18 Adjust report Y to stop indicition,complete,Group 1,Resource05,2011-06-06T17:57:01.276+10:00
case-7815,T17 Check report Y to stop indication,Resource05,2011/06/06 17:57:15.624,Variant 6,6,task-27688,T17 Check report Y to stop indication,complete,Group 4,Resource05,2011-06-06T17:57:15.624+10:00
case-7815,T18 Adjust report Y to stop indicition,Resource05,2011/06/06 17:57:34.132,Variant 6,6,task-27689,T18 Adjust report Y to stop indicition,complete,Group 1,Resource05,2011-06-06T17:57:34.132+10:00
case-7815,T17 Check report Y to stop indication,Resource05,2011/06/06 17:58:04.754,Variant 6,6,task-27690,T17 Check report Y to stop indication,complete,Group 4,Resource05,2011-06-06T17:58:04.754+10:00
case-7815,T19 Determine report Y to stop indication,Resource05,2011/06/06 17:58:44.603,Variant 6,6,task-27691,T19 Determine report Y to stop indication,complete,Group 3,Resource05,2011-06-06T17:58:44.603+10:00
case-7815,T20 Print report Y to stop indication,Resource05,2011/06/06 17:59:06.434,Variant 6,6,task-27692,T20 Print report Y to stop indication,complete,Group 2,Resource05,2011-06-06T17:59:06.434+10:00
case-8323,Confirmation of receipt,Resource05,2011/07/04 20:37:42.658,Variant 7,7,task-30300,Confirmation of receipt,complete,Group 1,Resource05,2011-07-04T20:37:42.658+10:00
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 17:31:06.192,Variant 7,7,task-30782,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-08-01T17:31:06.192+10:00
case-8323,T02 Check confirmation of receipt,Resource05,2011/08/01 17:46:51.434,Variant 7,7,task-30781,T02 Check confirmation of receipt,complete,EMPTY,Resource05,2011-08-01T17:46:51.434+10:00
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 17:47:15.128,Variant 7,7,task-34600,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource05,2011-08-01T17:47:15.128+10:00
case-8323,T04 Determine confirmation of receipt,Resource05,2011/08/01 17:47:40.251,Variant 7,7,task-34604,T04 Determine confirmation of receipt,complete,Group 3,Resource05,2011-08-01T17:47:40.251+10:00
case-8323,T05 Print and send confirmation of receipt,Resource05,2011/08/01 17:48:11.577,Variant 7,7,task-34606,T05 Print and send confirmation of receipt,complete,Group 2,Resource05,2011-08-01T17:48:11.577+10:00
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 17:48:33.074,Variant 7,7,task-34605,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-08-01T17:48:33.074+10:00
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 17:48:50.433,Variant 7,7,task-34607,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource05,2011-08-01T17:48:50.433+10:00
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 17:49:15.388,Variant 7,7,task-34608,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-08-01T17:49:15.388+10:00
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 17:50:21.355,Variant 7,7,task-34609,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource05,2011-08-01T17:50:21.355+10:00
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 17:50:36.984,Variant 7,7,task-34611,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-08-01T17:50:36.984+10:00
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 17:51:32.157,Variant 7,7,task-34612,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource05,2011-08-01T17:51:32.157+10:00
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 17:52:36.664,Variant 7,7,task-34614,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-08-01T17:52:36.664+10:00
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 17:53:44.758,Variant 7,7,task-34615,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource05,2011-08-01T17:53:44.758+10:00
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 17:54:16.734,Variant 7,7,task-34616,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-08-01T17:54:16.734+10:00
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 17:54:38.139,Variant 7,7,task-34617,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource05,2011-08-01T17:54:38.139+10:00
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 17:55:09.509,Variant 7,7,task-34618,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-08-01T17:55:09.509+10:00
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 17:55:34.741,Variant 7,7,task-34619,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource05,2011-08-01T17:55:34.741+10:00
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 17:56:10.861,Variant 7,7,task-34620,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-08-01T17:56:10.861+10:00
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 17:56:59.387,Variant 7,7,task-34621,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource05,2011-08-01T17:56:59.387+10:00
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 17:57:19.958,Variant 7,7,task-34623,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-08-01T17:57:19.958+10:00
case-8323,T07-1 Draft intern advice aspect 1,Resource05,2011/08/01 17:58:16.614,Variant 7,7,task-34625,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource05,2011-08-01T17:58:16.614+10:00
case-8323,T06 Determine necessity of stop advice,Resource05,2011/08/01 17:58:48.159,Variant 7,7,task-34626,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-08-01T17:58:48.159+10:00
case-8323,T10 Determine necessity to stop indication,Resource05,2011/08/01 18:03:44.585,Variant 7,7,task-34627,T10 Determine necessity to stop indication,complete,Group 1,Resource05,2011-08-01T18:03:44.585+10:00
