Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:instance,concept:name,lifecycle:transition,org:group,org:resource,time:timestamp
case-6902,T07-5 Draft intern advice aspect 5,Resource12,2011/05/02 17:58:28.736,Variant 7,7,task-22937,T07-5 Draft intern advice aspect 5,complete,Group 1,Resource12,2011-05-02T17:58:28.736+10:00
case-6902,T06 Determine necessity of stop advice,Resource12,2011/05/02 17:58:52.039,Variant 7,7,task-22938,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-05-02T17:58:52.039+10:00
case-6902,T07-5 Draft intern advice aspect 5,Resource12,2011/05/02 18:00:14.673,Variant 7,7,task-22939,T07-5 Draft intern advice aspect 5,complete,Group 1,Resource12,2011-05-02T18:00:14.673+10:00
case-6902,T06 Determine necessity of stop advice,Resource12,2011/05/02 18:20:49.180,Variant 7,7,task-22944,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-05-02T18:20:49.180+10:00
case-6902,T10 Determine necessity to stop indication,Resource12,2011/05/02 18:21:24.652,Variant 7,7,task-22964,T10 Determine necessity to stop indication,complete,Group 1,Resource12,2011-05-02T18:21:24.652+10:00
case-9088,Confirmation of receipt,Resource30,2011/09/05 17:20:22.831,Variant 1,1,task-36508,Confirmation of receipt,complete,EMPTY,Resource30,2011-09-05T17:20:22.831+10:00
case-9088,T06 Determine necessity of stop advice,admin2,2011/09/05 18:52:53.482,Variant 1,1,task-37967,T06 Determine necessity of stop advice,complete,Group 1,admin2,2011-09-05T18:52:53.482+10:00
case-9088,T02 Check confirmation of receipt,admin2,2011/09/05 18:52:54.095,Variant 1,1,task-37966,T02 Check confirmation of receipt,complete,Group 4,admin2,2011-09-05T18:52:54.095+10:00
case-9894,Confirmation of receipt,Resource26,2011/10/04 23:21:40.365,Variant 1,1,task-41446,Confirmation of receipt,complete,EMPTY,Resource26,2011-10-04T23:21:40.365+10:00
case-9894,T06 Determine necessity of stop advice,admin2,2011/10/06 00:54:18.610,Variant 1,1,task-41597,T06 Determine necessity of stop advice,complete,Group 1,admin2,2011-10-06T00:54:18.610+10:00
case-9894,T02 Check confirmation of receipt,admin2,2011/10/06 00:54:19.195,Variant 1,1,task-41596,T02 Check confirmation of receipt,complete,EMPTY,admin2,2011-10-06T00:54:19.195+10:00
