Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,concept:name,lifecycle:transition,org:group
case-10028,T05 Print and send confirmation of receipt-complete,Resource03,2011/10/25 22:14:24.249,Variant 12,12,Internet,General,Group 8,Resource11,task-44470,T05 Print and send confirmation of receipt,complete,Group 2
case-10028,T06 Determine necessity of stop advice-complete,Resource03,2011/10/25 22:22:15.239,Variant 12,12,Internet,General,Group 8,Resource11,task-44468,T06 Determine necessity of stop advice,complete,Group 1
case-10028,T10 Determine necessity to stop indication-complete,Resource03,2011/10/25 22:23:06.272,Variant 12,12,Internet,General,Group 8,Resource11,task-44471,T10 Determine necessity to stop indication,complete,Group 1
case-10028,T16 Report reasons to hold request-complete,Resource03,2011/10/25 22:23:58.755,Variant 12,12,Internet,General,Group 8,Resource11,task-44472,T16 Report reasons to hold request,complete,Group 1
case-10028,T17 Check report Y to stop indication-complete,Resource03,2011/10/25 22:24:22.922,Variant 12,12,Internet,General,Group 8,Resource11,task-44473,T17 Check report Y to stop indication,complete,Group 4
case-10028,T19 Determine report Y to stop indication-complete,Resource03,2011/10/25 22:24:55.079,Variant 12,12,Internet,General,Group 8,Resource11,task-44474,T19 Determine report Y to stop indication,complete,Group 3
case-10028,T20 Print report Y to stop indication-complete,Resource03,2011/10/25 22:25:10.989,Variant 12,12,Internet,General,Group 8,Resource11,task-44475,T20 Print report Y to stop indication,complete,Group 2
case-10059,Confirmation of receipt-complete,Resource06,2011/10/17 23:31:27.570,Variant 1,1,Internet,General,Group 5,Resource06,task-43463,Confirmation of receipt,complete,EMPTY
case-10059,T02 Check confirmation of receipt-complete,Resource06,2011/10/17 23:31:51.615,Variant 1,1,Internet,General,Group 5,Resource06,task-43499,T02 Check confirmation of receipt,complete,Group 4
case-10059,T04 Determine confirmation of receipt-complete,Resource06,2011/10/17 23:32:34.591,Variant 1,1,Internet,General,Group 5,Resource06,task-43501,T04 Determine confirmation of receipt,complete,Group 3
case-10059,T05 Print and send confirmation of receipt-complete,Resource06,2011/10/17 23:33:42.796,Variant 1,1,Internet,General,Group 5,Resource06,task-43503,T05 Print and send confirmation of receipt,complete,Group 2
case-10059,T06 Determine necessity of stop advice-complete,Resource06,2011/10/17 23:34:25.518,Variant 1,1,Internet,General,Group 5,Resource06,task-43500,T06 Determine necessity of stop advice,complete,Group 1
case-10059,T10 Determine necessity to stop indication-complete,Resource06,2011/10/17 23:41:19.472,Variant 1,1,Internet,General,Group 5,Resource06,task-43504,T10 Determine necessity to stop indication,complete,Group 1
case-10061,Confirmation of receipt-complete,Resource03,2011/10/24 23:00:50.433,Variant 2,2,Internet,General,Group 8,Resource11,task-43657,Confirmation of receipt,complete,EMPTY
case-10061,T06 Determine necessity of stop advice-complete,Resource03,2011/10/24 23:01:21.907,Variant 2,2,Internet,General,Group 8,Resource11,task-44274,T06 Determine necessity of stop advice,complete,Group 1
case-10061,T10 Determine necessity to stop indication-complete,Resource03,2011/10/24 23:01:44.536,Variant 2,2,Internet,General,Group 8,Resource11,task-44275,T10 Determine necessity to stop indication,complete,Group 1
case-10061,T02 Check confirmation of receipt-complete,Resource03,2011/10/24 23:01:59.826,Variant 2,2,Internet,General,Group 8,Resource11,task-44273,T02 Check confirmation of receipt,complete,Group 4
case-10061,T04 Determine confirmation of receipt-complete,Resource03,2011/10/24 23:02:16.227,Variant 2,2,Internet,General,Group 8,Resource11,task-44277,T04 Determine confirmation of receipt,complete,Group 3
case-10061,T05 Print and send confirmation of receipt-complete,Resource03,2011/10/24 23:02:32.399,Variant 2,2,Internet,General,Group 8,Resource11,task-44279,T05 Print and send confirmation of receipt,complete,Group 2
case-10062,Confirmation of receipt-complete,admin2,2011/10/18 21:34:39.087,Variant 3,3,Internet,Customer contact,,admin3,task-43664,Confirmation of receipt,complete,Group 1
case-10065,Confirmation of receipt-complete,Resource06,2011/10/28 18:31:29.136,Variant 1,1,Internet,General,Group 5,Resource06,task-43698,Confirmation of receipt,complete,EMPTY
case-10065,T02 Check confirmation of receipt-complete,Resource06,2011/10/28 18:31:49.811,Variant 1,1,Internet,General,Group 5,Resource06,task-44947,T02 Check confirmation of receipt,complete,Group 4
case-10065,T04 Determine confirmation of receipt-complete,Resource06,2011/10/28 18:32:08.374,Variant 1,1,Internet,General,Group 5,Resource06,task-44949,T04 Determine confirmation of receipt,complete,Group 3
case-10065,T05 Print and send confirmation of receipt-complete,Resource06,2011/10/28 18:32:49.753,Variant 1,1,Internet,General,Group 5,Resource06,task-44950,T05 Print and send confirmation of receipt,complete,Group 2
case-10065,T06 Determine necessity of stop advice-complete,Resource06,2011/10/28 18:45:06.394,Variant 1,1,Internet,General,Group 5,Resource06,task-44948,T06 Determine necessity of stop advice,complete,Group 1
case-10065,T10 Determine necessity to stop indication-complete,Resource06,2011/10/28 19:01:50.118,Variant 1,1,Internet,General,Group 5,Resource06,task-44955,T10 Determine necessity to stop indication,complete,Group 1
case-10066,Confirmation of receipt-complete,Resource22,2011/11/22 22:46:36.256,Variant 1,1,Internet,General,Group 5,Resource22,task-43721,Confirmation of receipt,complete,EMPTY
case-10066,T02 Check confirmation of receipt-complete,Resource22,2011/11/22 22:48:39.989,Variant 1,1,Internet,General,Group 5,Resource22,task-47561,T02 Check confirmation of receipt,complete,Group 4
case-10066,T04 Determine confirmation of receipt-complete,Resource22,2011/11/22 22:49:21.982,Variant 1,1,Internet,General,Group 5,Resource22,task-47565,T04 Determine confirmation of receipt,complete,Group 3
case-10066,T05 Print and send confirmation of receipt-complete,Resource22,2011/11/22 22:52:51.629,Variant 1,1,Internet,General,Group 5,Resource22,task-47570,T05 Print and send confirmation of receipt,complete,Group 2
case-10066,T06 Determine necessity of stop advice-complete,Resource22,2011/11/22 22:57:59.101,Variant 1,1,Internet,General,Group 5,Resource22,task-47562,T06 Determine necessity of stop advice,complete,Group 1
case-10066,T10 Determine necessity to stop indication-complete,Resource22,2011/11/22 22:59:50.916,Variant 1,1,Internet,General,Group 5,Resource22,task-47579,T10 Determine necessity to stop indication,complete,Group 1
case-10067,Confirmation of receipt-complete,Resource13,2011/11/10 05:39:03.392,Variant 1,1,Internet,General,Group 5,Resource13,task-43787,Confirmation of receipt,complete,EMPTY
case-10067,T02 Check confirmation of receipt-complete,Resource13,2011/11/10 05:39:34.137,Variant 1,1,Internet,General,Group 5,Resource13,task-46129,T02 Check confirmation of receipt,complete,EMPTY
case-10067,T04 Determine confirmation of receipt-complete,Resource13,2011/11/10 05:40:02.334,Variant 1,1,Internet,General,Group 5,Resource13,task-46131,T04 Determine confirmation of receipt,complete,EMPTY
case-10067,T05 Print and send confirmation of receipt-complete,Resource13,2011/11/10 05:40:26.677,Variant 1,1,Internet,General,Group 5,Resource13,task-46132,T05 Print and send confirmation of receipt,complete,EMPTY
case-10067,T06 Determine necessity of stop advice-complete,Resource13,2011/11/10 05:40:49.698,Variant 1,1,Internet,General,Group 5,Resource13,task-46130,T06 Determine necessity of stop advice,complete,Group 1
case-10067,T10 Determine necessity to stop indication-complete,Resource13,2011/11/10 05:41:13.745,Variant 1,1,Internet,General,Group 5,Resource13,task-46133,T10 Determine necessity to stop indication,complete,Group 1
case-10068,Confirmation of receipt-complete,Resource20,2011/10/20 20:39:37.946,Variant 1,1,Internet,General,Group 5,Resource06,task-43788,Confirmation of receipt,complete,EMPTY
case-10068,T02 Check confirmation of receipt-complete,Resource20,2011/10/20 20:40:07.912,Variant 1,1,Internet,General,Group 5,Resource06,task-43991,T02 Check confirmation of receipt,complete,Group 4
case-10068,T04 Determine confirmation of receipt-complete,Resource20,2011/10/20 20:40:31.903,Variant 1,1,Internet,General,Group 5,Resource06,task-43993,T04 Determine confirmation of receipt,complete,Group 3
case-10068,T05 Print and send confirmation of receipt-complete,Resource20,2011/10/20 20:41:02.031,Variant 1,1,Internet,General,Group 5,Resource06,task-43994,T05 Print and send confirmation of receipt,complete,Group 2
case-10068,T06 Determine necessity of stop advice-complete,Resource20,2011/10/20 20:41:28.600,Variant 1,1,Internet,General,Group 5,Resource06,task-43992,T06 Determine necessity of stop advice,complete,Group 1
case-10068,T10 Determine necessity to stop indication-complete,Resource20,2011/10/20 20:42:01.990,Variant 1,1,Internet,General,Group 5,Resource06,task-43995,T10 Determine necessity to stop indication,complete,Group 1
case-10069,Confirmation of receipt-complete,Resource08,2011/11/08 00:10:10.205,Variant 1,1,Internet,General,Group 5,Resource08,task-43792,Confirmation of receipt,complete,EMPTY
case-10069,T02 Check confirmation of receipt-complete,Resource08,2011/11/08 00:11:51.689,Variant 1,1,Internet,General,Group 5,Resource08,task-45608,T02 Check confirmation of receipt,complete,EMPTY
case-10069,T04 Determine confirmation of receipt-complete,Resource08,2011/11/08 00:12:53.254,Variant 1,1,Internet,General,Group 5,Resource08,task-45610,T04 Determine confirmation of receipt,complete,EMPTY
case-10069,T05 Print and send confirmation of receipt-complete,Resource08,2011/11/08 00:13:17.976,Variant 1,1,Internet,General,Group 5,Resource08,task-45611,T05 Print and send confirmation of receipt,complete,EMPTY
case-10069,T06 Determine necessity of stop advice-complete,Resource08,2011/11/08 00:14:49.848,Variant 1,1,Internet,General,Group 5,Resource08,task-45609,T06 Determine necessity of stop advice,complete,Group 1
case-10069,T10 Determine necessity to stop indication-complete,Resource08,2011/11/08 00:16:47.427,Variant 1,1,Internet,General,Group 5,Resource08,task-45612,T10 Determine necessity to stop indication,complete,Group 1
case-10070,Confirmation of receipt-complete,Resource13,2011/11/10 04:43:25.050,Variant 17,17,Internet,General,Group 5,Resource13,task-43793,Confirmation of receipt,complete,EMPTY
case-10070,T06 Determine necessity of stop advice-complete,Resource13,2011/11/10 04:43:50.463,Variant 17,17,Internet,General,Group 5,Resource13,task-46107,T06 Determine necessity of stop advice,complete,Group 1
case-10070,T02 Check confirmation of receipt-complete,Resource13,2011/11/10 04:44:27.071,Variant 17,17,Internet,General,Group 5,Resource13,task-46106,T02 Check confirmation of receipt,complete,EMPTY
case-10070,T04 Determine confirmation of receipt-complete,Resource13,2011/11/10 04:44:58.894,Variant 17,17,Internet,General,Group 5,Resource13,task-46109,T04 Determine confirmation of receipt,complete,EMPTY
case-10070,T10 Determine necessity to stop indication-complete,Resource13,2011/11/10 04:45:21.385,Variant 17,17,Internet,General,Group 5,Resource13,task-46108,T10 Determine necessity to stop indication,complete,Group 1
case-10070,T05 Print and send confirmation of receipt-complete,Resource13,2011/11/10 04:48:48.443,Variant 17,17,Internet,General,Group 5,Resource13,task-46110,T05 Print and send confirmation of receipt,complete,Group 2
case-10071,Confirmation of receipt-complete,Resource21,2011/10/19 17:56:55.204,Variant 8,8,Internet,General,Group 2,Resource21,task-43844,Confirmation of receipt,complete,Group 1
case-10071,T02 Check confirmation of receipt-complete,Resource21,2011/10/19 17:57:39.722,Variant 8,8,Internet,General,Group 2,Resource21,task-43846,T02 Check confirmation of receipt,complete,Group 4
case-10071,T04 Determine confirmation of receipt-complete,Resource21,2011/10/19 17:58:15.323,Variant 8,8,Internet,General,Group 2,Resource21,task-43848,T04 Determine confirmation of receipt,complete,Group 3
case-10071,T05 Print and send confirmation of receipt-complete,Resource21,2011/10/19 17:58:36.018,Variant 8,8,Internet,General,Group 2,Resource21,task-43849,T05 Print and send confirmation of receipt,complete,Group 2
case-10071,T06 Determine necessity of stop advice-complete,Resource21,2011/10/19 17:58:54.326,Variant 8,8,Internet,General,Group 2,Resource21,task-43847,T06 Determine necessity of stop advice,complete,Group 1
case-10071,T10 Determine necessity to stop indication-complete,Resource21,2011/10/20 22:06:59.060,Variant 8,8,Internet,General,Group 2,Resource21,task-43850,T10 Determine necessity to stop indication,complete,Group 1
case-10071,T11 Create document X request unlicensed-complete,Resource21,2012/01/18 18:48:33.680,Variant 8,8,Internet,General,Group 2,Resource21,task-44022,T11 Create document X request unlicensed,complete,Group 1
case-10071,T12 Check document X request unlicensed-complete,Resource21,2012/01/18 18:49:09.359,Variant 8,8,Internet,General,Group 2,Resource21,task-53047,T12 Check document X request unlicensed,complete,Group 4
case-10071,T14 Determine document X request unlicensed-complete,Resource21,2012/01/18 18:49:44.753,Variant 8,8,Internet,General,Group 2,Resource21,task-53049,T14 Determine document X request unlicensed,complete,Group 3
case-10071,T15 Print document X request unlicensed-complete,Resource21,2012/01/18 18:50:57.577,Variant 8,8,Internet,General,Group 2,Resource21,task-53051,T15 Print document X request unlicensed,complete,Group 2
case-10072,Confirmation of receipt-complete,Resource02,2011/10/31 20:09:14.275,Variant 1,1,Internet,General,,admin1,task-43796,Confirmation of receipt,complete,EMPTY
case-10072,T02 Check confirmation of receipt-complete,Resource02,2011/10/31 20:10:03.929,Variant 1,1,Internet,General,,admin1,task-45103,T02 Check confirmation of receipt,complete,Group 4
case-10072,T04 Determine confirmation of receipt-complete,Resource02,2011/10/31 20:10:37.260,Variant 1,1,Internet,General,,admin1,task-45105,T04 Determine confirmation of receipt,complete,Group 3
case-10072,T05 Print and send confirmation of receipt-complete,Resource02,2011/10/31 20:10:54.423,Variant 1,1,Internet,General,,admin1,task-45106,T05 Print and send confirmation of receipt,complete,Group 2
case-10072,T06 Determine necessity of stop advice-complete,Resource02,2011/10/31 20:36:38.174,Variant 1,1,Internet,General,,admin1,task-45104,T06 Determine necessity of stop advice,complete,Group 1
case-10072,T10 Determine necessity to stop indication-complete,Resource02,2011/10/31 20:37:11.319,Variant 1,1,Internet,General,,admin1,task-45129,T10 Determine necessity to stop indication,complete,Group 1
case-10073,Confirmation of receipt-complete,Resource22,2011/11/29 23:28:08.930,Variant 32,32,Internet,General,Group 5,Resource22,task-43868,Confirmation of receipt,complete,EMPTY
case-10073,T02 Check confirmation of receipt-complete,Resource22,2011/11/29 23:40:03.247,Variant 32,32,Internet,General,Group 5,Resource22,task-48486,T02 Check confirmation of receipt,complete,Group 4
case-10073,T04 Determine confirmation of receipt-complete,Resource22,2011/11/29 23:40:32.371,Variant 32,32,Internet,General,Group 5,Resource22,task-48490,T04 Determine confirmation of receipt,complete,Group 3
case-10073,T05 Print and send confirmation of receipt-complete,Resource22,2011/11/29 23:41:12.227,Variant 32,32,Internet,General,Group 5,Resource22,task-48491,T05 Print and send confirmation of receipt,complete,Group 2
case-10073,T06 Determine necessity of stop advice-complete,Resource22,2011/11/29 23:42:10.340,Variant 32,32,Internet,General,Group 5,Resource22,task-48487,T06 Determine necessity of stop advice,complete,Group 1
case-10073,T07-1 Draft intern advice aspect 1-complete,Resource22,2011/11/30 19:53:50.203,Variant 32,32,Internet,General,Group 5,Resource22,task-48493,T07-1 Draft intern advice aspect 1,complete,Group 13
case-10073,T08 Draft and send request for advice-complete,Resource22,2011/11/30 19:54:46.581,Variant 32,32,Internet,General,Group 5,Resource22,task-48492,T08 Draft and send request for advice,complete,Group 1
case-10073,T09-1 Process or receive external advice from party 1-complete,Resource22,2011/11/30 20:02:33.530,Variant 32,32,Internet,General,Group 5,Resource22,task-48562,T09-1 Process or receive external advice from party 1,complete,Group 1
case-10073,T06 Determine necessity of stop advice-complete,Resource22,2011/11/30 20:04:28.307,Variant 32,32,Internet,General,Group 5,Resource22,task-48563,T06 Determine necessity of stop advice,complete,Group 1
case-10073,T10 Determine necessity to stop indication-complete,Resource22,2011/11/30 20:05:12.807,Variant 32,32,Internet,General,Group 5,Resource22,task-48564,T10 Determine necessity to stop indication,complete,Group 1
case-10075,Confirmation of receipt-complete,admin2,2011/10/20 19:57:52.783,Variant 3,3,Internet,Customer contact,,admin3,task-43984,Confirmation of receipt,complete,Group 1
case-10087,Confirmation of receipt-complete,Resource03,2011/10/24 23:57:27.372,Variant 1,1,Internet,General,Group 8,Resource11,task-43905,Confirmation of receipt,complete,EMPTY
case-10087,T02 Check confirmation of receipt-complete,Resource03,2011/10/24 23:57:45.747,Variant 1,1,Internet,General,Group 8,Resource11,task-44298,T02 Check confirmation of receipt,complete,Group 4
case-10087,T04 Determine confirmation of receipt-complete,Resource03,2011/10/24 23:58:02.043,Variant 1,1,Internet,General,Group 8,Resource11,task-44300,T04 Determine confirmation of receipt,complete,Group 3
case-10087,T05 Print and send confirmation of receipt-complete,Resource03,2011/10/24 23:58:19.298,Variant 1,1,Internet,General,Group 8,Resource11,task-44301,T05 Print and send confirmation of receipt,complete,Group 2
case-10087,T06 Determine necessity of stop advice-complete,Resource03,2011/10/24 23:58:34.305,Variant 1,1,Internet,General,Group 8,Resource11,task-44299,T06 Determine necessity of stop advice,complete,Group 1
case-10087,T10 Determine necessity to stop indication-complete,Resource03,2011/10/24 23:58:55.006,Variant 1,1,Internet,General,Group 8,Resource11,task-44302,T10 Determine necessity to stop indication,complete,Group 1
case-10089,Confirmation of receipt-complete,Resource20,2011/10/19 00:12:35.899,Variant 33,33,Internet,General,Group 2,Resource20,task-43627,Confirmation of receipt,complete,Group 1
case-10089,T02 Check confirmation of receipt-complete,Resource20,2011/10/19 00:14:00.020,Variant 33,33,Internet,General,Group 2,Resource20,task-43748,T02 Check confirmation of receipt,complete,EMPTY
case-10089,T04 Determine confirmation of receipt-complete,Resource20,2011/10/19 00:14:55.271,Variant 33,33,Internet,General,Group 2,Resource20,task-43751,T04 Determine confirmation of receipt,complete,EMPTY
case-10089,T05 Print and send confirmation of receipt-complete,Resource20,2011/10/19 00:15:26.326,Variant 33,33,Internet,General,Group 2,Resource20,task-43755,T05 Print and send confirmation of receipt,complete,Group 2
case-10089,T06 Determine necessity of stop advice-complete,Resource20,2011/10/19 00:16:01.203,Variant 33,33,Internet,General,Group 2,Resource20,task-43749,T06 Determine necessity of stop advice,complete,Group 1
case-10089,T10 Determine necessity to stop indication-complete,Resource20,2011/10/19 00:16:30.526,Variant 33,33,Internet,General,Group 2,Resource20,task-43759,T10 Determine necessity to stop indication,complete,Group 1
case-10089,T11 Create document X request unlicensed-complete,admin2,2011/10/24 20:02:20.931,Variant 33,33,Internet,General,Group 2,Resource20,task-43760,T11 Create document X request unlicensed,complete,Group 1
case-10090,Confirmation of receipt-complete,Resource03,2011/10/25 00:25:16.886,Variant 1,1,Internet,General,Group 8,Resource01,task-43906,Confirmation of receipt,complete,EMPTY
case-10090,T02 Check confirmation of receipt-complete,Resource03,2011/10/25 00:25:48.093,Variant 1,1,Internet,General,Group 8,Resource01,task-44319,T02 Check confirmation of receipt,complete,Group 4
case-10090,T04 Determine confirmation of receipt-complete,Resource03,2011/10/25 00:26:08.810,Variant 1,1,Internet,General,Group 8,Resource01,task-44321,T04 Determine confirmation of receipt,complete,Group 3
case-10090,T05 Print and send confirmation of receipt-complete,Resource03,2011/10/25 00:26:35.495,Variant 1,1,Internet,General,Group 8,Resource01,task-44322,T05 Print and send confirmation of receipt,complete,Group 2
case-10090,T06 Determine necessity of stop advice-complete,Resource03,2011/10/25 00:27:22.161,Variant 1,1,Internet,General,Group 8,Resource01,task-44320,T06 Determine necessity of stop advice,complete,Group 1
case-10090,T10 Determine necessity to stop indication-complete,Resource03,2011/10/25 00:27:44.390,Variant 1,1,Internet,General,Group 8,Resource01,task-44323,T10 Determine necessity to stop indication,complete,Group 1
case-10094,Confirmation of receipt-complete,Resource03,2011/10/25 23:07:27.732,Variant 1,1,Internet,General,Group 8,Resource11,task-43907,Confirmation of receipt,complete,EMPTY
case-10094,T02 Check confirmation of receipt-complete,Resource03,2011/10/25 23:07:50.830,Variant 1,1,Internet,General,Group 8,Resource11,task-44511,T02 Check confirmation of receipt,complete,Group 4
case-10094,T04 Determine confirmation of receipt-complete,Resource03,2011/10/25 23:08:07.876,Variant 1,1,Internet,General,Group 8,Resource11,task-44513,T04 Determine confirmation of receipt,complete,Group 3
case-10094,T05 Print and send confirmation of receipt-complete,Resource03,2011/10/25 23:08:27.483,Variant 1,1,Internet,General,Group 8,Resource11,task-44514,T05 Print and send confirmation of receipt,complete,Group 2
case-10094,T06 Determine necessity of stop advice-complete,Resource03,2011/10/25 23:08:48.537,Variant 1,1,Internet,General,Group 8,Resource11,task-44512,T06 Determine necessity of stop advice,complete,Group 1
case-10094,T10 Determine necessity to stop indication-complete,Resource03,2011/10/25 23:09:15.981,Variant 1,1,Internet,General,Group 8,Resource11,task-44515,T10 Determine necessity to stop indication,complete,Group 1
case-10095,Confirmation of receipt-complete,admin2,2011/11/14 18:26:07.385,Variant 3,3,Internet,General,Group 5,Resource05,task-44056,Confirmation of receipt,complete,EMPTY
case-10098,Confirmation of receipt-complete,Resource03,2011/10/26 00:06:58.586,Variant 1,1,Internet,General,Group 8,Resource11,task-44006,Confirmation of receipt,complete,EMPTY
case-10098,T02 Check confirmation of receipt-complete,Resource03,2011/10/26 00:07:20.077,Variant 1,1,Internet,General,Group 8,Resource11,task-44538,T02 Check confirmation of receipt,complete,Group 4
case-10098,T04 Determine confirmation of receipt-complete,Resource03,2011/10/26 00:07:48.289,Variant 1,1,Internet,General,Group 8,Resource11,task-44540,T04 Determine confirmation of receipt,complete,Group 3
case-10098,T05 Print and send confirmation of receipt-complete,Resource03,2011/10/26 00:08:23.484,Variant 1,1,Internet,General,Group 8,Resource11,task-44541,T05 Print and send confirmation of receipt,complete,Group 2
case-10098,T06 Determine necessity of stop advice-complete,Resource03,2011/10/26 00:08:54.842,Variant 1,1,Internet,General,Group 8,Resource11,task-44539,T06 Determine necessity of stop advice,complete,Group 1
case-10098,T10 Determine necessity to stop indication-complete,Resource03,2011/10/26 00:09:21.982,Variant 1,1,Internet,General,Group 8,Resource11,task-44542,T10 Determine necessity to stop indication,complete,Group 1
case-10099,Confirmation of receipt-complete,Resource03,2011/10/26 17:04:38.421,Variant 1,1,Internet,General,Group 8,Resource11,task-44008,Confirmation of receipt,complete,EMPTY
case-10099,T02 Check confirmation of receipt-complete,Resource03,2011/10/26 17:04:58.466,Variant 1,1,Internet,General,Group 8,Resource11,task-44588,T02 Check confirmation of receipt,complete,Group 4
case-10099,T04 Determine confirmation of receipt-complete,Resource03,2011/10/26 17:05:15.074,Variant 1,1,Internet,General,Group 8,Resource11,task-44590,T04 Determine confirmation of receipt,complete,Group 3
case-10099,T05 Print and send confirmation of receipt-complete,Resource03,2011/10/26 17:05:29.235,Variant 1,1,Internet,General,Group 8,Resource11,task-44591,T05 Print and send confirmation of receipt,complete,Group 2
case-10099,T06 Determine necessity of stop advice-complete,Resource03,2011/10/26 17:05:43.792,Variant 1,1,Internet,General,Group 8,Resource11,task-44589,T06 Determine necessity of stop advice,complete,Group 1
