Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-423724447,Accepted-In Progress,Helene,2010/11/24 18:46:46.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD409,Sweden
1-423724447,Completed-Closed,Helene,2012/01/16 22:16:01.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S30 2nd,PROD409,Sweden
1-427614010,Accepted-In Progress,Nicolas,2010/12/07 02:10:24.000,Variant 1,1,Accepted,Major,In Progress,Org line C,E_3,be,G64 2nd,PROD436,France
1-427614010,Completed-Closed,Nicolas,2012/03/19 21:29:13.000,Variant 1,1,Completed,Major,Closed,Org line C,E_3,be,G64 2nd,PROD436,France
1-430793848,Accepted-In Progress,Tord,2010/12/16 16:28:03.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S28 2nd,PROD108,Sweden
1-430793848,Completed-Closed,Tord,2012/01/24 21:01:49.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S28 2nd,PROD108,Sweden
1-437141508,Accepted-In Progress,Fredrik,2011/01/11 02:01:33.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_3,se,G91 3rd,PROD219,Sweden
1-437141508,Completed-Closed,Fredrik,2012/05/23 00:06:56.000,Variant 1,1,Completed,High,Closed,Org line C,C_3,se,G91 3rd,PROD219,Sweden
1-438897551,Accepted-In Progress,Agneta,2011/01/13 17:01:34.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_3,se,U6 2nd,PROD831,Sweden
1-438897551,Completed-Closed,Agneta,2012/01/10 19:24:45.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_3,se,U6 2nd,PROD831,Sweden
1-440576028,Accepted-In Progress,Virginie,2011/01/17 18:12:41.000,Variant 1,1,Accepted,High,In Progress,Org line C,V3_3,fr,V42 2nd,PROD157,France
1-440576028,Completed-Closed,Virginie,2012/01/07 00:48:18.000,Variant 1,1,Completed,High,Closed,Org line C,V3_3,fr,V42 2nd,PROD157,France
1-501969547,Accepted-In Progress,Somil,2011/02/22 22:10:55.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-501969547,Completed-Closed,Somil,2012/01/06 18:00:53.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-504498907,Accepted-In Progress,Somil,2011/02/28 22:04:04.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-504498907,Completed-Closed,Somil,2012/01/03 20:45:32.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-505194002,Accepted-In Progress,Veronique,2011/03/02 22:17:25.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-505194002,Completed-Closed,Veronique,2012/01/12 18:42:55.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-505194015,Accepted-In Progress,Veronique,2011/03/02 22:18:00.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-505194015,Completed-Closed,Veronique,2012/01/12 18:43:58.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-506092586,Accepted-In Progress,Per,2011/03/07 19:36:20.000,Variant 1,1,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-506092586,Completed-Closed,Per,2012/01/26 18:25:15.000,Variant 1,1,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-507679771,Accepted-In Progress,Katarina,2011/03/14 22:04:30.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-507679771,Completed-Closed,Katarina,2012/02/01 23:12:52.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-508462323,Accepted-In Progress,Lena,2011/03/17 18:59:36.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_3,se,G354 3rd,PROD729,Sweden
1-508462323,Completed-Closed,Lena,2012/03/20 23:19:29.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_3,se,G354 3rd,PROD729,Sweden
1-508825032,Accepted-In Progress,Veronique,2011/03/18 21:50:57.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-508825032,Completed-Closed,Veronique,2012/01/12 18:47:22.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-509915742,Accepted-In Progress,Marie,2011/03/23 23:00:18.000,Variant 1,1,Accepted,Low,In Progress,Org line V2,,se,T10 2nd,PROD421,Sweden
1-509915742,Completed-Closed,Marie,2012/02/27 22:29:22.000,Variant 1,1,Completed,Low,Closed,Org line V2,,se,T10 2nd,PROD421,Sweden
1-510399424,Accepted-In Progress,Timothy,2011/03/25 20:21:36.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
1-510399424,Completed-Closed,Timothy,2012/02/15 18:41:23.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_1,gb,G42 3rd,PROD236,United Kingdom
1-513031774,Accepted-In Progress,Roland,2011/04/05 14:39:04.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD448,Sweden
1-513031774,Completed-Closed,Roland,2012/03/13 22:47:40.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD448,Sweden
1-519020627,Accepted-In Progress,Gilles,2011/04/20 18:22:30.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_4,us,G88 2nd,PROD348,France
1-519020627,Completed-Closed,Gilles,2012/04/18 21:18:29.000,Variant 1,1,Completed,Low,Closed,Org line C,E_4,us,G88 2nd,PROD348,France
1-519386144,Accepted-In Progress,Veronique,2011/04/21 15:37:44.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-519386144,Completed-Closed,Veronique,2012/01/12 18:44:59.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-521555370,Accepted-In Progress,Aleksandra,2011/04/28 20:48:40.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,pl,G197 2nd,PROD604,POLAND
1-521555370,Completed-Closed,Aleksandra,2012/02/27 16:11:09.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,pl,G197 2nd,PROD604,POLAND
1-521628291,Accepted-In Progress,Piotr,2011/04/28 22:29:42.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,kr,V17 3rd,PROD604,POLAND
1-521628291,Completed-Closed,Piotr,2012/05/29 23:02:34.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,kr,V17 3rd,PROD604,POLAND
1-522222222,Accepted-In Progress,Erik,2011/05/02 15:45:31.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S28 2nd,PROD108,Sweden
1-522222222,Completed-Closed,Erik,2012/02/27 21:31:45.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S28 2nd,PROD108,Sweden
1-523637826,Accepted-In Progress,Mikael,2011/05/06 18:18:49.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,M13 2nd,PROD563,Sweden
1-523637826,Completed-Closed,Mikael,2012/02/29 21:40:19.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,M13 2nd,PROD563,Sweden
1-524328647,Accepted-In Progress,Ioannis,2011/05/10 14:56:45.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,se,T10 2nd,PROD205,Sweden
1-524328647,Completed-Closed,Ioannis,2012/02/21 22:32:02.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,se,T10 2nd,PROD205,Sweden
1-525589021,Accepted-In Progress,Katarina,2011/05/13 23:23:13.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-525589021,Completed-Closed,Katarina,2012/02/01 23:40:02.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-526037041,Accepted-In Progress,Katarina,2011/05/16 21:09:56.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-526037041,Completed-Closed,Katarina,2012/02/01 23:50:06.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-535393553,Accepted-In Progress,Veronique,2011/06/21 16:47:26.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-535393553,Completed-Closed,Veronique,2012/01/12 18:45:27.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-535813109,Accepted-In Progress,Peter,2011/06/22 17:24:31.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813109,Completed-Closed,Peter,2012/01/03 22:57:21.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813203,Accepted-In Progress,Peter,2011/06/22 17:29:01.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813203,Completed-Closed,Peter,2012/01/04 22:41:01.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813236,Accepted-In Progress,Peter,2011/06/22 17:31:28.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813236,Completed-Closed,Peter,2012/01/04 22:41:14.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813278,Accepted-In Progress,Peter,2011/06/22 17:34:30.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813278,Completed-Closed,Peter,2012/01/03 22:58:00.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813300,Accepted-In Progress,Peter,2011/06/22 17:48:28.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813300,Completed-Closed,Peter,2012/01/03 22:58:43.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813432,Accepted-In Progress,Peter,2011/06/22 17:50:21.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813432,Completed-Closed,Peter,2012/01/03 22:59:05.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813517,Accepted-In Progress,Peter,2011/06/22 18:08:40.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813517,Completed-Closed,Peter,2012/01/03 22:59:36.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813813,Accepted-In Progress,Peter,2011/06/22 19:00:23.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-535813813,Completed-Closed,Peter,2012/01/03 23:00:05.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-536904633,Accepted-In Progress,Veronique,2011/06/27 21:07:20.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-536904633,Completed-Closed,Veronique,2012/01/12 18:45:51.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-537902763,Accepted-In Progress,Veronique,2011/06/30 16:35:50.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-537902763,Completed-Closed,Veronique,2012/01/12 18:46:25.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_5,fr,V5 3rd,PROD230,France
1-538226806,Accepted-In Progress,Per-Erik,2011/07/01 16:02:18.000,Variant 1,1,Accepted,High,In Progress,Org line C,E_1,se,G294 2nd,PROD835,Sweden
1-538226806,Completed-Closed,Per-Erik,2012/03/15 20:13:56.000,Variant 1,1,Completed,High,Closed,Org line C,E_1,se,G294 2nd,PROD835,Sweden
1-539000895,Accepted-In Progress,Jonas,2011/07/05 17:24:39.000,Variant 1,1,Accepted,High,In Progress,Org line C,E_8,in,G186 2nd,PROD473,Sweden
1-539000895,Completed-Closed,Jonas,2012/05/15 21:57:12.000,Variant 1,1,Completed,High,Closed,Org line C,E_8,in,G186 2nd,PROD473,Sweden
1-546692981,Accepted-In Progress,Peter,2011/08/09 22:42:56.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-546692981,Completed-Closed,Peter,2012/01/03 23:00:22.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-546693092,Accepted-In Progress,Peter,2011/08/09 23:54:06.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-546693092,Completed-Closed,Peter,2012/01/03 23:04:17.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-547539001,Accepted-In Progress,Peter,2011/08/10 16:45:40.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-547539001,Completed-Closed,Peter,2012/01/03 23:04:54.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-547802271,Accepted-In Progress,Peter,2011/08/10 21:43:33.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-547802271,Completed-Closed,Peter,2012/01/03 23:05:05.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-548188531,Accepted-In Progress,Peter,2011/08/11 15:40:08.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-548188531,Completed-Closed,Peter,2012/01/04 22:39:30.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-548188557,Accepted-In Progress,Peter,2011/08/11 15:48:34.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-548188557,Completed-Closed,Peter,2012/01/04 22:40:26.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-548188833,Accepted-In Progress,Peter,2011/08/11 15:59:12.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-548188833,Completed-Closed,Peter,2012/01/04 22:40:46.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
1-550611848,Accepted-In Progress,Bharath,2011/08/16 22:45:30.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
1-550611848,Completed-Closed,Bharath,2012/05/04 17:56:48.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
1-557618809,Accepted-In Progress,Suzanne,2011/08/19 20:33:20.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,se,T2 2nd,PROD615,Sweden
1-557618809,Completed-Closed,Suzanne,2012/01/20 00:12:03.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,se,T2 2nd,PROD615,Sweden
1-561068081,Accepted-In Progress,Lena,2011/08/24 15:51:26.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,0,T11 2nd,PROD498,Sweden
1-561068081,Completed-Closed,Lena,2012/03/29 17:12:48.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,0,T11 2nd,PROD498,Sweden
1-565030154,Accepted-In Progress,Gunnar,2011/08/31 19:50:43.000,Variant 1,1,Accepted,High,In Progress,Org line V2,,se,T10 2nd,PROD615,Sweden
1-565030154,Completed-Closed,Gunnar,2012/01/26 15:17:14.000,Variant 1,1,Completed,High,Closed,Org line V2,,se,T10 2nd,PROD615,Sweden
1-565319816,Accepted-In Progress,Abhinav,2011/08/31 22:23:39.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-565319816,Completed-Closed,Abhinav,2012/02/06 15:48:37.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G105 2nd,PROD337,Sweden
1-566101203,Accepted-In Progress,Christoffer,2011/09/02 00:22:37.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_10,se,G255 2nd,PROD399,Sweden
1-566101203,Completed-Closed,Christoffer,2012/02/01 19:59:59.000,Variant 1,1,Completed,Low,Closed,Org line C,E_10,se,G255 2nd,PROD399,Sweden
1-567100387,Accepted-In Progress,Gregory,2011/09/05 16:57:47.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_5,fr,V43 3rd,PROD353,France
1-567100387,Completed-Closed,Gregory,2012/02/27 21:09:00.000,Variant 1,1,Completed,High,Closed,Org line C,C_5,fr,V43 3rd,PROD353,France
1-567718361,Accepted-In Progress,Fredrik,2011/09/06 16:29:51.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD794,Sweden
1-567718361,Completed-Closed,Fredrik,2012/03/27 00:00:49.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD794,Sweden
1-573280988,Accepted-In Progress,Gustav,2011/09/12 22:27:08.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S30 2nd,PROD412,Sweden
1-573280988,Completed-Closed,Gustav,2012/02/21 22:44:10.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S30 2nd,PROD412,Sweden
1-574045461,Accepted-In Progress,Yvonne,2011/09/14 16:17:21.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_3,se,N23 2nd,PROD554,Sweden
1-574045461,Completed-Closed,Yvonne,2012/01/18 19:46:21.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_3,se,N23 2nd,PROD554,Sweden
1-576881364,Accepted-In Progress,Christoffer,2011/09/22 20:43:41.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_10,se,G255 2nd,PROD462,Sweden
1-576881364,Completed-Closed,Christoffer,2012/02/01 19:56:57.000,Variant 1,1,Completed,Low,Closed,Org line C,E_10,se,G255 2nd,PROD462,Sweden
1-576934735,Accepted-In Progress,Vinay,2011/09/22 21:40:42.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_8,in,G119 2nd,PROD597,INDIA
1-576934735,Completed-Closed,Vinay,2012/02/17 16:03:43.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_8,in,G119 2nd,PROD597,INDIA
1-578252937,Accepted-In Progress,Lars-Ove,2011/09/27 20:03:45.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_4,us,G88 2nd,PROD348,Sweden
1-578252937,Completed-Closed,Lars-Ove,2012/04/17 18:36:39.000,Variant 1,1,Completed,Low,Closed,Org line C,E_4,us,G88 2nd,PROD348,Sweden
1-578579972,Accepted-In Progress,Håkan,2011/09/28 15:32:35.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-578579972,Completed-Closed,Håkan,2012/01/16 17:22:21.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-578686199,Accepted-In Progress,Antony,2011/09/28 20:01:35.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD498,INDIA
1-578686199,Completed-Closed,Antony,2012/04/16 17:49:57.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD498,INDIA
1-579636429,Accepted-In Progress,Roland,2011/10/01 03:11:41.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-579636429,Completed-Closed,Roland,2012/01/26 18:38:12.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-580325905,Accepted-In Progress,Eric,2011/10/03 20:50:45.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-580325905,Completed-Closed,Eric,2012/01/09 17:30:10.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-580981634,Accepted-In Progress,Susanne,2011/10/04 22:24:54.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S28 2nd,PROD633,Sweden
1-580981634,Completed-Closed,Susanne,2012/01/17 16:11:19.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S28 2nd,PROD633,Sweden
1-581652169,Accepted-In Progress,Susanne,2011/10/05 18:06:55.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S28 2nd,PROD633,Sweden
1-581652169,Completed-Closed,Susanne,2012/03/05 22:49:56.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S28 2nd,PROD633,Sweden
1-581740771,Accepted-In Progress,Peter,2011/10/05 21:24:45.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_7,se,G153 2nd,PROD671,Sweden
1-581740771,Completed-Closed,Peter,2012/02/02 04:18:12.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_7,se,G153 2nd,PROD671,Sweden
1-582296121,Accepted-In Progress,Olle,2011/10/06 17:02:06.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_2,se,G57 2nd,PROD327,Sweden
1-582296121,Completed-Closed,Olle,2012/02/08 18:01:57.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_2,se,G57 2nd,PROD327,Sweden
1-583931536,Accepted-In Progress,Richard,2011/10/10 13:38:10.000,Variant 1,1,Accepted,Major,In Progress,Org line C,V3_2,se,S25,PROD535,Sweden
1-583931536,Completed-Closed,Richard,2012/02/02 22:25:02.000,Variant 1,1,Completed,Major,Closed,Org line C,V3_2,se,S25,PROD535,Sweden
1-584754762,Accepted-In Progress,Reine,2011/10/11 21:28:17.000,Variant 1,1,Accepted,High,In Progress,Org line G4,,se,S28 2nd,PROD633,Sweden
1-584754762,Completed-Closed,Reine,2012/02/01 23:36:47.000,Variant 1,1,Completed,High,Closed,Org line G4,,se,S28 2nd,PROD633,Sweden
1-584828902,Accepted-In Progress,Michael,2011/10/11 23:05:35.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_10,se,G240 2nd,PROD412,Sweden
1-584828902,Completed-Closed,Michael,2012/02/01 17:03:47.000,Variant 1,1,Completed,Low,Closed,Org line C,E_10,se,G240 2nd,PROD412,Sweden
1-586382001,Accepted-In Progress,Peter,2011/10/13 22:25:56.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,M19 2nd,PROD286,Sweden
1-586382001,Completed-Closed,Peter,2012/01/03 23:00:47.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,M19 2nd,PROD286,Sweden
