Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-10306,Confirmation of receipt,admin2,2011/12/21 22:52:38.616,Variant 1,1,Internet,General,Group 5,Resource08,task-45418,complete,EMPTY
case-10354,Confirmation of receipt,admin2,2011/11/07 17:48:39.290,Variant 1,1,Internet,Customer contact,,test,task-45496,complete,Group 1
case-10360,Confirmation of receipt,admin2,2011/12/05 18:42:18.947,Variant 1,1,Internet,General,Group 5,Resource13,task-45986,complete,EMPTY
case-10394,Confirmation of receipt,admin2,2011/12/08 00:44:35.181,Variant 1,1,Internet,General,Group 7,Resource35,task-46236,complete,EMPTY
case-10563,Confirmation of receipt,admin2,2011/11/22 20:56:11.144,Variant 1,1,Internet,Customer contact,,admin3,task-47550,complete,Group 1
case-10571,Confirmation of receipt,admin2,2011/12/09 19:15:04.933,Variant 1,1,Internet,General,Group 5,Resource04,task-47712,complete,EMPTY
case-10582,Confirmation of receipt,admin2,2011/11/24 18:15:49.144,Variant 1,1,Internet,Customer contact,,admin3,task-47796,complete,Group 1
case-10660,Confirmation of receipt,admin2,2011/12/02 17:29:50.103,Variant 1,1,Internet,Customer contact,,admin3,task-48833,complete,Group 1
case-10862,Confirmation of receipt,admin2,2011/12/15 20:53:12.667,Variant 1,1,Internet,Customer contact,,admin3,task-49958,complete,EMPTY
case-10918,Confirmation of receipt,Resource42,2012/01/23 19:23:25.017,Variant 1,1,Internet,General,,Resource26,task-49844,complete,EMPTY
case-4008,Confirmation of receipt,admin2,2010/10/26 23:28:43.424,Variant 1,1,Internet,General,,Resource06,task-346,complete,Group 1
case-4015,Confirmation of receipt,admin2,2010/11/05 00:37:39.639,Variant 1,1,Internet,General,,Resource11,task-355,complete,EMPTY
case-4024,Confirmation of receipt,admin2,2010/12/20 21:10:34.164,Variant 1,1,Internet,Experts,,Resource17,task-369,complete,Group 1
case-4085,Confirmation of receipt,admin2,2010/12/20 21:49:40.212,Variant 1,1,Internet,General,,Resource06,task-517,complete,EMPTY
case-4189,Confirmation of receipt,admin2,2010/12/20 21:36:28.288,Variant 1,1,Internet,General,,Resource06,task-812,complete,EMPTY
case-4248,Confirmation of receipt,admin2,2010/12/20 21:50:06.640,Variant 1,1,Internet,General,,Resource06,task-1153,complete,EMPTY
case-4347,Confirmation of receipt,admin2,2010/11/24 00:37:51.505,Variant 1,1,Internet,General,,Resource26,task-1477,complete,Group 1
case-4348,Confirmation of receipt,admin2,2010/11/24 00:47:49.945,Variant 1,1,Internet,General,,Resource26,task-1478,complete,Group 1
case-4349,Confirmation of receipt,admin2,2010/11/24 00:48:25.571,Variant 1,1,Internet,General,,Resource26,task-1479,complete,Group 1
case-4350,Confirmation of receipt,admin2,2011/01/19 19:12:28.533,Variant 1,1,Internet,General,,Resource26,task-1480,complete,EMPTY
case-4363,Confirmation of receipt,admin2,2010/11/24 00:59:11.872,Variant 1,1,Internet,General,,Resource26,task-1493,complete,Group 1
case-4389,Confirmation of receipt,admin2,2010/11/24 00:58:38.429,Variant 1,1,Internet,General,,Resource04,task-1541,complete,Group 1
case-4394,Confirmation of receipt,admin2,2010/12/16 21:40:07.939,Variant 1,1,Internet,General,,Resource14,task-1551,complete,EMPTY
case-4633,Confirmation of receipt,admin2,2011/01/19 19:13:09.527,Variant 1,1,Internet,General,,Resource26,task-2671,complete,EMPTY
case-5002,Confirmation of receipt,admin2,2011/01/19 19:10:46.594,Variant 1,1,Internet,General,,Resource26,task-6017,complete,EMPTY
case-5041,Confirmation of receipt,admin2,2011/01/11 19:22:11.419,Variant 1,1,Internet,General,,Resource05,task-6357,complete,EMPTY
case-5102,Confirmation of receipt,admin2,2011/01/05 18:28:07.911,Variant 1,1,Internet,Customer contact,,admin3,task-6606,complete,EMPTY
case-5116,Confirmation of receipt,admin2,2011/01/26 17:24:39.677,Variant 1,1,Post,General,,Resource07,task-6701,complete,EMPTY
case-5122,Confirmation of receipt,admin2,2011/02/08 23:04:04.616,Variant 1,1,Post,General,,Resource09,task-6729,complete,EMPTY
case-5132,Confirmation of receipt,admin2,2011/02/08 22:54:55.354,Variant 1,1,Post,General,,Resource09,task-6770,complete,EMPTY
case-5187,Confirmation of receipt,admin2,2011/01/11 17:39:14.261,Variant 1,1,Internet,General,,Resource01,task-7208,complete,EMPTY
case-5268,Confirmation of receipt,admin2,2011/01/13 21:35:15.762,Variant 1,1,Internet,General,,Resource26,task-7842,complete,EMPTY
case-5285,Confirmation of receipt,admin2,2011/01/19 19:11:57.658,Variant 1,1,Internet,General,,Resource26,task-7953,complete,Group 1
case-5337,Confirmation of receipt,admin2,2011/01/15 22:42:05.411,Variant 1,1,Internet,Customer contact,,admin3,task-8466,complete,Group 1
case-5377,Confirmation of receipt,admin2,2011/02/08 23:43:41.336,Variant 1,1,Internet,General,,Resource09,task-8808,complete,EMPTY
case-5385,Confirmation of receipt,admin2,2011/01/26 23:03:17.013,Variant 1,1,Desk,Customer contact,,Resource03,task-8890,complete,EMPTY
case-5419,Confirmation of receipt,admin2,2011/02/15 23:59:07.340,Variant 1,1,Desk,General,,Resource35,task-9060,complete,EMPTY
case-5469,Confirmation of receipt,admin2,2011/04/07 23:42:14.621,Variant 1,1,Internet,General,,Resource22,task-9383,complete,EMPTY
case-5482,Confirmation of receipt,admin2,2011/01/28 23:59:55.010,Variant 1,1,Desk,General,,Resource18,task-9528,complete,EMPTY
case-5483,Confirmation of receipt,admin2,2011/01/29 00:00:50.404,Variant 1,1,Desk,General,,Resource18,task-9549,complete,EMPTY
case-5484,Confirmation of receipt,admin2,2011/01/29 00:46:54.296,Variant 1,1,Desk,General,,Resource18,task-9550,complete,EMPTY
case-5510,Confirmation of receipt,admin2,2011/02/08 18:06:07.304,Variant 1,1,Internet,Customer contact,,admin3,task-9636,complete,EMPTY
case-5541,Confirmation of receipt,admin2,2011/02/15 23:33:43.076,Variant 1,1,Internet,General,,Resource08,task-9785,complete,EMPTY
case-5542,Confirmation of receipt,admin2,2011/02/15 00:18:06.124,Variant 1,1,Desk,General,,Resource06,task-9786,complete,EMPTY
case-5574,Confirmation of receipt,admin2,2011/03/17 22:01:49.516,Variant 1,1,Internet,General,,Resource11,task-9946,complete,EMPTY
case-5578,Confirmation of receipt,admin2,2011/04/05 17:58:14.844,Variant 1,1,Internet,General,,Resource09,task-9983,complete,EMPTY
case-5583,Confirmation of receipt,admin2,2011/02/16 00:12:39.185,Variant 1,1,Desk,General,,Resource35,task-9993,complete,EMPTY
case-5926,Confirmation of receipt,admin2,2011/02/10 00:06:38.763,Variant 1,1,Desk,Customer contact,,admin3,task-11526,complete,Group 1
case-5958,Confirmation of receipt,admin2,2011/02/17 17:19:33.087,Variant 1,1,Desk,General,,Resource07,task-12007,complete,EMPTY
case-5987,Confirmation of receipt,admin2,2011/02/16 23:23:08.600,Variant 1,1,Internet,General,,Resource23,task-12249,complete,EMPTY
case-6071,Confirmation of receipt,admin2,2011/04/15 18:48:39.224,Variant 1,1,Internet,General,,Resource09,task-13007,complete,EMPTY
case-6110,Confirmation of receipt,admin2,2011/04/06 19:01:22.808,Variant 1,1,Internet,General,,Resource23,task-13295,complete,EMPTY
case-6112,Confirmation of receipt,admin2,2011/03/01 18:57:14.427,Variant 1,1,Internet,General,,Resource09,task-13317,complete,EMPTY
case-6147,Confirmation of receipt,admin2,2011/09/19 18:26:06.536,Variant 1,1,Internet,General,,Resource14,task-13845,complete,EMPTY
case-6384,Confirmation of receipt,admin2,2011/03/12 00:56:42.040,Variant 1,1,Internet,General,,Resource01,task-15818,complete,EMPTY
case-6503,Confirmation of receipt,admin2,2011/03/18 19:02:31.892,Variant 1,1,Desk,Customer contact,,admin3,task-16589,complete,Group 1
case-6538,Confirmation of receipt,admin2,2011/03/31 21:56:52.639,Variant 1,1,Internet,General,,Resource05,task-16744,complete,EMPTY
case-6724,Confirmation of receipt,admin2,2011/05/16 17:51:39.219,Variant 1,1,e-mail,General,,Resource09,task-18081,complete,EMPTY
case-6801,Confirmation of receipt,admin2,2011/04/21 18:43:50.470,Variant 1,1,Internet,General,,Resource11,task-18757,complete,EMPTY
case-6869,Confirmation of receipt,admin2,2011/05/26 21:12:22.644,Variant 1,1,Internet,General,,Resource01,task-19234,complete,EMPTY
case-6874,Confirmation of receipt,admin2,2011/05/31 15:49:04.675,Variant 1,1,Internet,General,,Resource01,task-19274,complete,EMPTY
case-6899,Confirmation of receipt,admin2,2011/05/26 21:12:56.277,Variant 1,1,Internet,General,,Resource01,task-19505,complete,EMPTY
case-6901,Confirmation of receipt,admin2,2011/05/09 19:55:02.416,Variant 1,1,Internet,General,,Resource22,task-19523,complete,EMPTY
case-6912,Confirmation of receipt,admin2,2011/05/12 16:39:48.752,Variant 1,1,Desk,General,,Resource06,task-19669,complete,EMPTY
case-6951,Confirmation of receipt,admin2,2011/04/14 16:20:48.570,Variant 1,1,Internet,General,,Resource17,task-20008,complete,EMPTY
case-7036,Confirmation of receipt,admin2,2011/06/07 00:34:14.325,Variant 1,1,Internet,General,,Resource09,task-20694,complete,EMPTY
case-7042,Confirmation of receipt,admin2,2011/06/30 17:41:24.724,Variant 1,1,Internet,General,,Resource09,task-20724,complete,EMPTY
case-7177,Confirmation of receipt,admin2,2011/05/04 16:18:26.126,Variant 1,1,Internet,General,,Resource13,task-22026,complete,EMPTY
case-7183,Confirmation of receipt,admin2,2011/05/25 20:10:34.852,Variant 1,1,Internet,General,,Resource02,task-22098,complete,EMPTY
case-7664,Confirmation of receipt,admin2,2011/06/21 16:33:14.630,Variant 1,1,Internet,General,,Resource01,task-25954,complete,EMPTY
case-7689,Confirmation of receipt,admin2,2011/06/06 23:59:00.644,Variant 1,1,Internet,General,,Resource04,task-26186,complete,EMPTY
case-7754,Confirmation of receipt,admin2,2011/05/27 21:10:58.848,Variant 1,1,Internet,Customer contact,,admin3,task-26710,complete,Group 1
case-7807,Confirmation of receipt,admin2,2011/08/17 20:25:56.906,Variant 1,1,Internet,General,,Resource12,task-26960,complete,EMPTY
case-7920,Confirmation of receipt,admin2,2011/07/11 16:25:30.438,Variant 1,1,Internet,General,,Resource01,task-27779,complete,EMPTY
case-7986,Confirmation of receipt,admin2,2011/06/17 21:39:09.245,Variant 1,1,Internet,General,,Resource02,task-28336,complete,Group 1
case-8019,Confirmation of receipt,admin2,2011/06/21 16:32:35.088,Variant 1,1,Internet,General,Group 8,Resource01,task-28476,complete,Group 1
case-8099,Confirmation of receipt,admin2,2011/08/09 22:37:33.620,Variant 1,1,Internet,Customer contact,,admin3,task-28714,complete,EMPTY
case-8104,Confirmation of receipt,admin2,2011/07/14 17:04:11.137,Variant 1,1,Desk,General,Group 7,Resource35,task-28719,complete,EMPTY
case-8186,Confirmation of receipt,Resource26,2011/06/22 06:30:05.950,Variant 1,1,Internet,General,,Resource26,task-29167,complete,Group 1
case-8269,Confirmation of receipt,admin2,2011/07/14 17:01:43.571,Variant 1,1,Internet,General,Group 5,Resource18,task-29864,complete,EMPTY
case-8495,Confirmation of receipt,admin2,2011/08/15 16:56:22.507,Variant 1,1,Internet,General,Group 5,Resource14,task-31546,complete,EMPTY
case-8650,Confirmation of receipt,admin2,2011/07/21 21:58:55.760,Variant 1,1,Internet,General,Group 8,Resource01,task-32330,complete,Group 1
case-8704,Confirmation of receipt,admin2,2011/08/24 20:04:44.655,Variant 1,1,Internet,General,Group 7,Resource35,task-32857,complete,EMPTY
case-8708,Confirmation of receipt,admin2,2011/07/28 20:20:51.068,Variant 1,1,Internet,General,Group 5,Resource09,task-32911,complete,EMPTY
case-8709,Confirmation of receipt,admin2,2011/07/28 20:22:13.305,Variant 1,1,Internet,General,Group 5,Resource09,task-32912,complete,EMPTY
case-8774,Confirmation of receipt,admin2,2011/07/26 22:53:09.884,Variant 1,1,Internet,General,Group 5,Resource06,task-33290,complete,EMPTY
case-8783,Confirmation of receipt,admin2,2011/07/25 22:19:15.791,Variant 1,1,Internet,Customer contact,,admin3,task-33310,complete,Group 1
case-8932,Confirmation of receipt,admin2,2011/08/15 17:04:12.097,Variant 1,1,Internet,General,Group 5,Resource09,task-34989,complete,Group 1
case-8977,Confirmation of receipt,Resource30,2011/09/14 21:20:07.989,Variant 1,1,Internet,General,Group 5,Resource09,task-35530,complete,EMPTY
case-8992,Confirmation of receipt,admin2,2011/09/26 16:35:08.169,Variant 1,1,Internet,General,Group 5,Resource12,task-35558,complete,EMPTY
case-9089,Confirmation of receipt,admin2,2011/08/17 20:27:44.527,Variant 1,1,Internet,General,Group 2,Resource21,task-36515,complete,Group 1
case-9214,Confirmation of receipt,admin2,2011/08/31 21:32:18.984,Variant 1,1,Internet,General,Group 8,Resource01,task-37068,complete,EMPTY
case-9704,Confirmation of receipt,admin2,2011/10/06 22:25:22.501,Variant 1,1,Internet,General,Group 5,Resource23,task-39948,complete,EMPTY
case-9763,Confirmation of receipt,admin2,2011/09/26 23:19:05.401,Variant 1,1,Internet,Experts,,Resource54,task-40504,complete,Group 1
case-9781,Confirmation of receipt,admin2,2011/10/24 23:37:58.098,Variant 1,1,Internet,General,Group 7,Resource35,task-40615,complete,EMPTY
case-9826,Confirmation of receipt,admin2,2011/11/30 21:44:49.990,Variant 1,1,Internet,General,Group 5,Resource22,task-40863,complete,EMPTY
case-9837,Confirmation of receipt,Resource21,2011/12/13 21:11:46.729,Variant 1,1,Internet,General,Group 2,Resource21,task-40957,complete,EMPTY
case-9844,Confirmation of receipt,admin2,2011/11/15 18:45:23.438,Variant 1,1,Internet,General,,Resource20,task-41041,complete,EMPTY
case-9845,Confirmation of receipt,admin2,2011/11/15 18:46:02.943,Variant 1,1,Internet,General,,Resource20,task-41089,complete,EMPTY
case-9888,Confirmation of receipt,admin2,2011/10/24 23:31:38.520,Variant 1,1,Internet,General,Group 7,Resource35,task-41367,complete,EMPTY
case-9893,Confirmation of receipt,admin2,2011/10/24 23:34:43.435,Variant 1,1,Internet,General,Group 7,Resource35,task-41414,complete,EMPTY
case-9896,Confirmation of receipt,admin2,2011/10/24 23:28:40.618,Variant 1,1,Internet,General,Group 7,Resource35,task-41497,complete,EMPTY
case-4158,Confirmation of receipt,Resource11,2010/12/02 16:47:54.417,Variant 7,7,Internet,Customer contact,,Resource11,task-660,complete,EMPTY
case-4158,T02 Check confirmation of receipt,Resource19,2010/12/07 17:34:56.309,Variant 7,7,Internet,Customer contact,,Resource11,task-2550,complete,EMPTY
case-4158,T06 Determine necessity of stop advice,Resource11,2010/12/08 20:43:04.093,Variant 7,7,Internet,Customer contact,,Resource11,task-2551,complete,Group 1
case-4158,T04 Determine confirmation of receipt,Resource11,2010/12/08 20:43:51.948,Variant 7,7,Internet,Customer contact,,Resource11,task-3026,complete,EMPTY
case-4158,T10 Determine necessity to stop indication,Resource11,2010/12/08 20:45:40.022,Variant 7,7,Internet,Customer contact,,Resource11,task-3292,complete,Group 1
case-4158,T05 Print and send confirmation of receipt,Resource11,2010/12/14 22:49:29.028,Variant 7,7,Internet,Customer contact,,Resource11,task-3293,complete,EMPTY
case-4656,Confirmation of receipt,Resource17,2010/12/15 00:42:36.276,Variant 7,7,Internet,General,,Resource17,task-3017,complete,EMPTY
case-4656,T02 Check confirmation of receipt,Resource17,2010/12/15 00:43:12.701,Variant 7,7,Internet,General,,Resource17,task-4255,complete,EMPTY
case-4656,T06 Determine necessity of stop advice,Resource17,2010/12/15 00:43:41.072,Variant 7,7,Internet,General,,Resource17,task-4256,complete,Group 1
case-4656,T04 Determine confirmation of receipt,Resource17,2010/12/15 00:44:42.533,Variant 7,7,Internet,General,,Resource17,task-4257,complete,EMPTY
case-4656,T10 Determine necessity to stop indication,Resource17,2010/12/15 00:45:04.757,Variant 7,7,Internet,General,,Resource17,task-4258,complete,Group 1
case-4656,T05 Print and send confirmation of receipt,admin1,2010/12/15 17:35:18.185,Variant 7,7,Internet,General,,Resource17,task-4259,complete,Group 2
case-5021,Confirmation of receipt,Resource04,2011/01/07 23:42:49.358,Variant 7,7,Internet,General,,Resource04,task-6138,complete,EMPTY
case-5021,T02 Check confirmation of receipt,Resource04,2011/01/07 23:43:02.116,Variant 7,7,Internet,General,,Resource04,task-7271,complete,Group 4
case-5021,T06 Determine necessity of stop advice,Resource04,2011/01/07 23:43:12.423,Variant 7,7,Internet,General,,Resource04,task-7273,complete,Group 1
case-5021,T04 Determine confirmation of receipt,Resource10,2011/01/08 00:25:03.384,Variant 7,7,Internet,General,,Resource04,task-7274,complete,Group 3
case-5021,T10 Determine necessity to stop indication,Resource04,2011/01/08 00:25:59.426,Variant 7,7,Internet,General,,Resource04,task-7275,complete,Group 1
case-5021,T05 Print and send confirmation of receipt,admin1,2011/01/08 00:48:40.718,Variant 7,7,Internet,General,,Resource04,task-7309,complete,Group 2
case-5749,Confirmation of receipt,Resource23,2011/02/15 22:54:11.090,Variant 7,7,Internet,General,,Resource23,task-10853,complete,EMPTY
case-5749,T02 Check confirmation of receipt,Resource23,2011/02/16 22:38:55.940,Variant 7,7,Internet,General,,Resource23,task-12322,complete,EMPTY
case-5749,T06 Determine necessity of stop advice,Resource23,2011/02/16 22:52:04.901,Variant 7,7,Internet,General,,Resource23,task-12323,complete,Group 1
case-5749,T04 Determine confirmation of receipt,Resource10,2011/02/16 23:58:18.910,Variant 7,7,Internet,General,,Resource23,task-12549,complete,Group 3
case-5749,T10 Determine necessity to stop indication,Resource23,2011/02/17 00:26:24.365,Variant 7,7,Internet,General,,Resource23,task-12557,complete,Group 1
case-5749,T05 Print and send confirmation of receipt,admin1,2011/02/18 00:10:30.022,Variant 7,7,Internet,General,,Resource23,task-12602,complete,Group 2
case-6385,Confirmation of receipt,Resource08,2011/03/17 19:55:11.230,Variant 7,7,Internet,General,,Resource08,task-15819,complete,EMPTY
case-6385,T02 Check confirmation of receipt,Resource08,2011/03/17 19:58:39.813,Variant 7,7,Internet,General,,Resource08,task-16562,complete,EMPTY
case-6385,T06 Determine necessity of stop advice,Resource08,2011/03/17 20:05:13.385,Variant 7,7,Internet,General,,Resource08,task-16563,complete,Group 1
case-6385,T04 Determine confirmation of receipt,Resource18,2011/03/17 20:05:28.030,Variant 7,7,Internet,General,,Resource08,task-16568,complete,EMPTY
case-6385,T10 Determine necessity to stop indication,Resource08,2011/03/17 20:07:13.804,Variant 7,7,Internet,General,,Resource08,task-16570,complete,Group 1
case-6385,T05 Print and send confirmation of receipt,admin1,2011/03/21 18:34:15.740,Variant 7,7,Internet,General,,Resource08,task-16571,complete,Group 2
case-7132,Confirmation of receipt,Resource17,2011/04/29 21:41:07.912,Variant 7,7,Internet,General,,Resource17,task-21811,complete,EMPTY
case-7132,T02 Check confirmation of receipt,Resource17,2011/05/02 21:40:47.217,Variant 7,7,Internet,General,,Resource17,task-22793,complete,EMPTY
case-7132,T06 Determine necessity of stop advice,Resource17,2011/05/02 21:41:00.637,Variant 7,7,Internet,General,,Resource17,task-22794,complete,Group 1
case-7132,T04 Determine confirmation of receipt,Resource17,2011/05/02 21:41:17.556,Variant 7,7,Internet,General,,Resource17,task-23151,complete,Group 3
case-7132,T10 Determine necessity to stop indication,Resource17,2011/05/02 21:41:29.804,Variant 7,7,Internet,General,,Resource17,task-23152,complete,Group 1
case-7132,T05 Print and send confirmation of receipt,Resource17,2011/05/02 21:42:03.077,Variant 7,7,Internet,General,,Resource17,task-23154,complete,Group 2
case-7265,Confirmation of receipt,Resource08,2011/05/04 16:42:05.468,Variant 7,7,Internet,General,,Resource08,task-22746,complete,EMPTY
case-7265,T02 Check confirmation of receipt,Resource08,2011/05/04 16:43:30.014,Variant 7,7,Internet,General,,Resource08,task-23611,complete,EMPTY
case-7265,T06 Determine necessity of stop advice,Resource08,2011/05/04 16:44:54.863,Variant 7,7,Internet,General,,Resource08,task-23612,complete,Group 1
case-7265,T04 Determine confirmation of receipt,Resource08,2011/05/04 16:45:10.390,Variant 7,7,Internet,General,,Resource08,task-23613,complete,EMPTY
case-7265,T10 Determine necessity to stop indication,Resource08,2011/05/04 16:45:29.534,Variant 7,7,Internet,General,,Resource08,task-23614,complete,Group 1
case-7265,T05 Print and send confirmation of receipt,Resource08,2011/05/04 18:13:34.508,Variant 7,7,Internet,General,,Resource08,task-23615,complete,EMPTY
case-7750,Confirmation of receipt,Resource13,2011/06/06 20:46:00.801,Variant 7,7,Internet,General,,Resource13,task-26627,complete,EMPTY
case-7750,T02 Check confirmation of receipt,Resource13,2011/06/06 20:46:34.174,Variant 7,7,Internet,General,,Resource13,task-27798,complete,EMPTY
case-7750,T06 Determine necessity of stop advice,Resource13,2011/06/06 20:46:56.367,Variant 7,7,Internet,General,,Resource13,task-27799,complete,Group 1
case-7750,T04 Determine confirmation of receipt,Resource13,2011/06/06 20:47:30.081,Variant 7,7,Internet,General,,Resource13,task-27800,complete,EMPTY
case-7750,T10 Determine necessity to stop indication,Resource13,2011/06/06 20:47:45.214,Variant 7,7,Internet,General,,Resource13,task-27801,complete,Group 1
case-7750,T05 Print and send confirmation of receipt,Resource13,2011/06/06 20:51:45.164,Variant 7,7,Internet,General,,Resource13,task-27803,complete,Group 2
case-9271,Confirmation of receipt,Resource09,2011/10/17 23:08:22.470,Variant 7,7,Internet,General,,admin1,task-37299,complete,EMPTY
case-9271,T02 Check confirmation of receipt,Resource09,2011/10/17 23:08:56.575,Variant 7,7,Internet,General,,admin1,task-43484,complete,Group 4
case-9271,T06 Determine necessity of stop advice,Resource09,2011/10/17 23:09:30.620,Variant 7,7,Internet,General,,admin1,task-43485,complete,Group 1
case-9271,T04 Determine confirmation of receipt,Resource09,2011/10/17 23:09:57.370,Variant 7,7,Internet,General,,admin1,task-43486,complete,Group 3
case-9271,T10 Determine necessity to stop indication,Resource09,2011/10/17 23:11:09.434,Variant 7,7,Internet,General,,admin1,task-43487,complete,Group 1
case-9271,T05 Print and send confirmation of receipt,Resource09,2011/10/17 23:19:10.864,Variant 7,7,Internet,General,,admin1,task-43488,complete,Group 2
case-9794,Confirmation of receipt,Resource05,2011/10/10 17:52:01.554,Variant 7,7,Internet,General,Group 5,Resource05,task-40696,complete,EMPTY
case-9794,T02 Check confirmation of receipt,Resource05,2011/10/10 17:52:44.561,Variant 7,7,Internet,General,Group 5,Resource05,task-42314,complete,Group 4
case-9794,T06 Determine necessity of stop advice,Resource05,2011/10/10 17:53:05.367,Variant 7,7,Internet,General,Group 5,Resource05,task-42315,complete,Group 1
case-9794,T04 Determine confirmation of receipt,Resource05,2011/10/10 17:53:29.073,Variant 7,7,Internet,General,Group 5,Resource05,task-42316,complete,Group 3
case-9794,T10 Determine necessity to stop indication,Resource05,2011/10/10 17:53:54.198,Variant 7,7,Internet,General,Group 5,Resource05,task-42317,complete,Group 1
case-9794,T05 Print and send confirmation of receipt,Resource05,2011/10/10 17:54:32.900,Variant 7,7,Internet,General,Group 5,Resource05,task-42318,complete,EMPTY
case-10160,Confirmation of receipt,Resource02,2011/10/25 23:20:00.343,Variant 5,5,Internet,General,Group 5,Resource02,task-44421,complete,EMPTY
case-10160,T02 Check confirmation of receipt,Resource02,2011/10/25 23:21:08.384,Variant 5,5,Internet,General,Group 5,Resource02,task-44532,complete,Group 4
case-10160,T04 Determine confirmation of receipt,Resource02,2011/10/25 23:21:33.582,Variant 5,5,Internet,General,Group 5,Resource02,task-44534,complete,Group 3
case-10160,T05 Print and send confirmation of receipt,Resource02,2011/10/25 23:22:26.004,Variant 5,5,Internet,General,Group 5,Resource02,task-44535,complete,Group 2
case-10160,T06 Determine necessity of stop advice,Resource02,2011/10/25 23:24:25.818,Variant 5,5,Internet,General,Group 5,Resource02,task-44533,complete,Group 1
case-10479,Confirmation of receipt,Resource03,2011/11/18 19:39:14.337,Variant 5,5,Internet,General,Group 2,Resource03,task-46766,complete,EMPTY
case-10479,T02 Check confirmation of receipt,Resource03,2011/11/18 19:39:34.311,Variant 5,5,Internet,General,Group 2,Resource03,task-47184,complete,Group 4
case-10479,T04 Determine confirmation of receipt,Resource03,2011/11/18 19:58:40.012,Variant 5,5,Internet,General,Group 2,Resource03,task-47186,complete,Group 3
case-10479,T05 Print and send confirmation of receipt,Resource03,2011/11/18 20:13:53.173,Variant 5,5,Internet,General,Group 2,Resource03,task-47193,complete,Group 2
case-10479,T06 Determine necessity of stop advice,admin2,2011/11/18 20:14:23.398,Variant 5,5,Internet,General,Group 2,Resource03,task-47185,complete,Group 1
case-10693,Confirmation of receipt,Resource03,2011/12/06 23:40:10.889,Variant 5,5,e-mail,General,Group 2,Resource03,task-48816,complete,EMPTY
case-10693,T02 Check confirmation of receipt,Resource03,2011/12/06 23:40:35.378,Variant 5,5,e-mail,General,Group 2,Resource03,task-49164,complete,Group 4
case-10693,T04 Determine confirmation of receipt,Resource03,2011/12/06 23:40:51.708,Variant 5,5,e-mail,General,Group 2,Resource03,task-49166,complete,Group 3
case-10693,T05 Print and send confirmation of receipt,Resource03,2011/12/06 23:41:07.822,Variant 5,5,e-mail,General,Group 2,Resource03,task-49167,complete,Group 2
case-10693,T06 Determine necessity of stop advice,admin2,2011/12/06 23:41:40.040,Variant 5,5,e-mail,General,Group 2,Resource03,task-49165,complete,Group 1
case-4584,Confirmation of receipt,Resource02,2010/12/06 18:29:42.346,Variant 5,5,Internet,General,,Resource02,task-2375,complete,EMPTY
case-4584,T02 Check confirmation of receipt,Resource04,2010/12/06 20:03:46.296,Variant 5,5,Internet,General,,Resource02,task-2822,complete,EMPTY
case-4584,T04 Determine confirmation of receipt,Resource10,2010/12/06 20:54:27.223,Variant 5,5,Internet,General,,Resource02,task-2879,complete,Group 3
