Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-7980,T05 Print and send confirmation of receipt,Resource05,2011/06/21 19:42:10.031,Variant 10,10,Internet,General,Group 10,Resource53,task-29302,complete,Group 2
case-10675,Confirmation of receipt,Resource09,2011/12/23 23:36:26.442,Variant 11,11,Internet,General,Group 5,Resource09,task-49000,complete,EMPTY
case-10675,T06 Determine necessity of stop advice,Resource09,2011/12/23 23:38:23.853,Variant 11,11,Internet,General,Group 5,Resource09,task-50760,complete,Group 1
case-10675,T10 Determine necessity to stop indication,Resource09,2011/12/23 23:39:08.074,Variant 11,11,Internet,General,Group 5,Resource09,task-50761,complete,Group 1
case-3988,Confirmation of receipt,Resource02,2010/11/08 22:51:30.397,Variant 12,12,Internet,Experts,,Resource02,task-306,complete,Group 1
case-3988,T06 Determine necessity of stop advice,Resource02,2010/11/09 17:46:13.771,Variant 12,12,Internet,Experts,,Resource02,task-1174,complete,Group 1
case-3988,T10 Determine necessity to stop indication,Resource02,2010/11/09 17:47:00.517,Variant 12,12,Internet,Experts,,Resource02,task-1226,complete,Group 1
case-3988,T11 Create document X request unlicensed,Resource02,2010/11/09 21:03:37.792,Variant 12,12,Internet,Experts,,Resource02,task-1228,complete,Group 1
case-3988,T12 Check document X request unlicensed,Resource24,2010/11/09 21:56:25.059,Variant 12,12,Internet,Experts,,Resource02,task-1263,complete,EMPTY
case-3988,T02 Check confirmation of receipt,Resource24,2010/11/10 00:57:15.740,Variant 12,12,Internet,Experts,,Resource02,task-1173,complete,EMPTY
case-3988,T04 Determine confirmation of receipt,Resource10,2010/11/12 23:56:31.497,Variant 12,12,Internet,Experts,,Resource02,task-1301,complete,Group 3
case-3988,T05 Print and send confirmation of receipt,admin1,2010/11/16 19:26:00.772,Variant 12,12,Internet,Experts,,Resource02,task-1440,complete,Group 2
case-3988,T13 Adjust document X request unlicensed,admin2,2010/12/03 22:08:59.345,Variant 12,12,Internet,Experts,,Resource02,task-1270,complete,Group 1
case-4188,Confirmation of receipt,Resource09,2010/11/08 21:44:00.430,Variant 13,13,Internet,General,,Resource09,task-810,complete,EMPTY
case-4188,T06 Determine necessity of stop advice,Resource09,2010/11/08 21:46:16.023,Variant 13,13,Internet,General,,Resource09,task-1159,complete,Group 1
case-4188,T08 Draft and send request for advice,Resource09,2010/11/08 21:46:56.586,Variant 13,13,Internet,General,,Resource09,task-1160,complete,Group 1
case-4188,T09-4 Process or receive external advice from party 4,Resource09,2010/11/08 21:47:12.538,Variant 13,13,Internet,General,,Resource09,task-1161,complete,Group 1
case-4188,T06 Determine necessity of stop advice,Resource09,2010/11/08 21:47:34.348,Variant 13,13,Internet,General,,Resource09,task-1162,complete,Group 1
case-4188,T10 Determine necessity to stop indication,Resource09,2010/11/08 21:49:11.529,Variant 13,13,Internet,General,,Resource09,task-1163,complete,Group 1
case-4188,T02 Check confirmation of receipt,Resource19,2010/11/09 21:13:20.418,Variant 13,13,Internet,General,,Resource09,task-1158,complete,EMPTY
case-4188,T04 Determine confirmation of receipt,Resource10,2010/11/12 18:02:49.872,Variant 13,13,Internet,General,,Resource09,task-1265,complete,Group 3
case-4188,T05 Print and send confirmation of receipt,admin1,2010/11/16 19:21:50.718,Variant 13,13,Internet,General,,Resource09,task-1420,complete,Group 2
case-4539,Confirmation of receipt,Resource09,2010/12/08 19:36:47.253,Variant 14,14,Internet,General,,Resource09,task-1987,complete,EMPTY
case-4539,T06 Determine necessity of stop advice,Resource09,2010/12/08 19:37:27.181,Variant 14,14,Internet,General,,Resource09,task-3243,complete,Group 1
case-4539,T07-1 Draft intern advice aspect 1,Resource09,2010/12/08 19:37:47.194,Variant 14,14,Internet,General,,Resource09,task-3245,complete,Group 13
case-4539,T08 Draft and send request for advice,Resource09,2010/12/08 19:38:16.074,Variant 14,14,Internet,General,,Resource09,task-3244,complete,Group 1
case-4539,T09-1 Process or receive external advice from party 1,Resource09,2010/12/08 19:38:33.164,Variant 14,14,Internet,General,,Resource09,task-3246,complete,Group 1
case-4539,T06 Determine necessity of stop advice,Resource09,2010/12/08 19:38:56.857,Variant 14,14,Internet,General,,Resource09,task-3247,complete,Group 1
case-4539,T10 Determine necessity to stop indication,Resource09,2010/12/08 19:39:22.815,Variant 14,14,Internet,General,,Resource09,task-3248,complete,Group 1
case-4539,T02 Check confirmation of receipt,Resource09,2010/12/20 23:21:51.192,Variant 14,14,Internet,General,,Resource09,task-3242,complete,EMPTY
case-4539,T04 Determine confirmation of receipt,Resource09,2010/12/20 23:22:43.875,Variant 14,14,Internet,General,,Resource09,task-5153,complete,Group 3
case-4539,T05 Print and send confirmation of receipt,Resource09,2010/12/20 23:23:42.284,Variant 14,14,Internet,General,,Resource09,task-5156,complete,Group 2
case-4175,Confirmation of receipt,Resource25,2010/11/05 00:18:33.535,Variant 15,15,Internet,General,,Resource25,task-730,complete,Group 1
case-4175,T06 Determine necessity of stop advice,Resource25,2010/11/05 00:21:59.690,Variant 15,15,Internet,General,,Resource25,task-983,complete,Group 1
case-4175,T07-5 Draft intern advice aspect 5,Resource25,2010/11/10 23:20:21.653,Variant 15,15,Internet,General,,Resource25,task-990,complete,Group 1
case-4175,T06 Determine necessity of stop advice,Resource25,2010/11/10 23:21:06.822,Variant 15,15,Internet,General,,Resource25,task-1352,complete,Group 1
case-4175,T07-5 Draft intern advice aspect 5,Resource25,2010/11/10 23:25:50.320,Variant 15,15,Internet,General,,Resource25,task-1353,complete,Group 1
case-4175,T06 Determine necessity of stop advice,Resource25,2010/11/10 23:26:38.744,Variant 15,15,Internet,General,,Resource25,task-1354,complete,Group 1
case-4175,T10 Determine necessity to stop indication,Resource25,2010/11/10 23:28:05.476,Variant 15,15,Internet,General,,Resource25,task-1355,complete,Group 1
case-4175,T02 Check confirmation of receipt,Resource28,2010/11/11 22:20:04.142,Variant 15,15,Internet,General,,Resource25,task-982,complete,EMPTY
case-4175,T04 Determine confirmation of receipt,Resource19,2010/11/17 22:41:03.018,Variant 15,15,Internet,General,,Resource25,task-1374,complete,EMPTY
case-4175,T05 Print and send confirmation of receipt,admin1,2010/11/30 17:56:13.703,Variant 15,15,Internet,General,,Resource25,task-1579,complete,Group 2
case-5457,Confirmation of receipt,Resource09,2011/02/22 17:47:36.176,Variant 16,16,Internet,General,,Resource09,task-9302,complete,EMPTY
case-5457,T06 Determine necessity of stop advice,Resource09,2011/02/22 17:48:39.670,Variant 16,16,Internet,General,,Resource09,task-13446,complete,Group 1
case-5457,T10 Determine necessity to stop indication,Resource09,2011/02/22 17:49:05.234,Variant 16,16,Internet,General,,Resource09,task-13447,complete,Group 1
case-5457,T02 Check confirmation of receipt,Resource39,2011/05/04 21:31:54.094,Variant 16,16,Internet,General,,Resource09,task-13445,complete,EMPTY
case-5457,T04 Determine confirmation of receipt,admin2,2011/05/24 20:03:42.916,Variant 16,16,Internet,General,,Resource09,task-23757,complete,EMPTY
case-9887,Confirmation of receipt,Resource30,2011/10/12 17:12:32.218,Variant 17,17,Internet,General,Group 5,Resource23,task-41366,complete,EMPTY
case-9887,T06 Determine necessity of stop advice,Resource30,2011/10/12 17:13:03.103,Variant 17,17,Internet,General,Group 5,Resource23,task-42981,complete,Group 1
case-9887,T10 Determine necessity to stop indication,Resource30,2011/10/12 17:13:22.808,Variant 17,17,Internet,General,Group 5,Resource23,task-42982,complete,Group 1
case-9887,T02 Check confirmation of receipt,admin2,2011/10/13 15:45:02.665,Variant 17,17,Internet,General,Group 5,Resource23,task-42980,complete,EMPTY
case-10061,Confirmation of receipt,Resource03,2011/10/24 23:00:50.433,Variant 1,1,Internet,General,Group 8,Resource11,task-43657,complete,EMPTY
case-10061,T06 Determine necessity of stop advice,Resource03,2011/10/24 23:01:21.907,Variant 1,1,Internet,General,Group 8,Resource11,task-44274,complete,Group 1
case-10061,T10 Determine necessity to stop indication,Resource03,2011/10/24 23:01:44.536,Variant 1,1,Internet,General,Group 8,Resource11,task-44275,complete,Group 1
case-10061,T02 Check confirmation of receipt,Resource03,2011/10/24 23:01:59.826,Variant 1,1,Internet,General,Group 8,Resource11,task-44273,complete,Group 4
case-10061,T04 Determine confirmation of receipt,Resource03,2011/10/24 23:02:16.227,Variant 1,1,Internet,General,Group 8,Resource11,task-44277,complete,Group 3
case-10061,T05 Print and send confirmation of receipt,Resource03,2011/10/24 23:02:32.399,Variant 1,1,Internet,General,Group 8,Resource11,task-44279,complete,Group 2
case-10464,Confirmation of receipt,Resource09,2011/12/15 23:10:18.508,Variant 1,1,Internet,General,Group 5,Resource09,task-47422,complete,EMPTY
case-10464,T06 Determine necessity of stop advice,Resource09,2011/12/15 23:10:56.673,Variant 1,1,Internet,General,Group 5,Resource09,task-50012,complete,Group 1
case-10464,T10 Determine necessity to stop indication,Resource09,2011/12/15 23:12:14.656,Variant 1,1,Internet,General,Group 5,Resource09,task-50013,complete,Group 1
case-10464,T02 Check confirmation of receipt,Resource09,2011/12/15 23:19:41.933,Variant 1,1,Internet,General,Group 5,Resource09,task-50011,complete,Group 4
case-10464,T04 Determine confirmation of receipt,Resource09,2011/12/15 23:22:32.946,Variant 1,1,Internet,General,Group 5,Resource09,task-50027,complete,Group 3
case-10464,T05 Print and send confirmation of receipt,Resource09,2011/12/15 23:25:00.655,Variant 1,1,Internet,General,Group 5,Resource09,task-50033,complete,Group 2
case-10551,Confirmation of receipt,Resource09,2012/01/11 21:00:05.791,Variant 1,1,Internet,General,Group 5,Resource09,task-47532,complete,EMPTY
case-10551,T06 Determine necessity of stop advice,Resource09,2012/01/11 21:00:53.694,Variant 1,1,Internet,General,Group 5,Resource09,task-51938,complete,Group 1
case-10551,T10 Determine necessity to stop indication,Resource09,2012/01/11 21:01:55.141,Variant 1,1,Internet,General,Group 5,Resource09,task-51939,complete,Group 1
case-10551,T02 Check confirmation of receipt,Resource09,2012/01/11 21:02:51.856,Variant 1,1,Internet,General,Group 5,Resource09,task-51937,complete,Group 4
case-10551,T04 Determine confirmation of receipt,Resource09,2012/01/11 21:04:31.551,Variant 1,1,Internet,General,Group 5,Resource09,task-51941,complete,Group 3
case-10551,T05 Print and send confirmation of receipt,Resource09,2012/01/11 21:05:14.491,Variant 1,1,Internet,General,Group 5,Resource09,task-51942,complete,Group 2
case-3987,Confirmation of receipt,Resource08,2010/10/26 18:47:33.327,Variant 1,1,Internet,Experts,,Resource08,task-304,complete,Group 1
case-3987,T06 Determine necessity of stop advice,Resource08,2010/10/26 20:23:24.830,Variant 1,1,Internet,Experts,,Resource08,task-498,complete,Group 1
case-3987,T10 Determine necessity to stop indication,Resource08,2010/10/26 20:27:17.766,Variant 1,1,Internet,Experts,,Resource08,task-504,complete,Group 1
case-3987,T02 Check confirmation of receipt,Resource19,2010/10/26 23:52:17.181,Variant 1,1,Internet,Experts,,Resource08,task-497,complete,EMPTY
case-3987,T04 Determine confirmation of receipt,Resource19,2010/10/28 19:46:00.571,Variant 1,1,Internet,Experts,,Resource08,task-514,complete,EMPTY
case-3987,T05 Print and send confirmation of receipt,Resource20,2010/10/28 21:46:25.048,Variant 1,1,Internet,Experts,,Resource08,task-545,complete,Group 2
case-3997,Confirmation of receipt,Resource17,2010/11/04 23:30:42.541,Variant 1,1,Internet,Experts,,Resource17,task-322,complete,Group 1
case-3997,T06 Determine necessity of stop advice,Resource17,2010/11/04 23:31:21.178,Variant 1,1,Internet,Experts,,Resource17,task-947,complete,Group 1
case-3997,T10 Determine necessity to stop indication,Resource17,2010/11/04 23:31:40.155,Variant 1,1,Internet,Experts,,Resource17,task-948,complete,Group 1
case-3997,T02 Check confirmation of receipt,Resource04,2010/11/18 20:31:22.936,Variant 1,1,Internet,Experts,,Resource17,task-946,complete,EMPTY
case-3997,T04 Determine confirmation of receipt,Resource02,2010/11/22 21:08:49.070,Variant 1,1,Internet,Experts,,Resource17,task-1635,complete,EMPTY
case-3997,T05 Print and send confirmation of receipt,admin1,2010/11/30 18:15:04.106,Variant 1,1,Internet,Experts,,Resource17,task-1806,complete,Group 2
case-4012,Confirmation of receipt,Resource11,2010/11/08 18:42:06.196,Variant 1,1,Internet,General,,Resource01,task-351,complete,EMPTY
case-4012,T06 Determine necessity of stop advice,Resource11,2010/11/08 18:42:23.986,Variant 1,1,Internet,General,,Resource01,task-1094,complete,Group 1
case-4012,T10 Determine necessity to stop indication,Resource11,2010/11/08 18:43:14.965,Variant 1,1,Internet,General,,Resource01,task-1095,complete,Group 1
case-4012,T02 Check confirmation of receipt,Resource10,2010/11/24 20:31:26.888,Variant 1,1,Internet,General,,Resource01,task-1093,complete,Group 4
case-4012,T04 Determine confirmation of receipt,Resource11,2010/11/29 23:50:55.327,Variant 1,1,Internet,General,,Resource01,task-1971,complete,Group 3
case-4012,T05 Print and send confirmation of receipt,Resource11,2010/11/30 00:41:08.959,Variant 1,1,Internet,General,,Resource01,task-2248,complete,EMPTY
case-4013,Confirmation of receipt,Resource17,2010/11/12 00:05:22.193,Variant 1,1,Internet,Experts,,Resource17,task-352,complete,Group 1
case-4013,T06 Determine necessity of stop advice,Resource17,2010/11/12 00:06:10.159,Variant 1,1,Internet,Experts,,Resource17,task-1407,complete,Group 1
case-4013,T10 Determine necessity to stop indication,Resource17,2010/11/12 00:06:32.510,Variant 1,1,Internet,Experts,,Resource17,task-1408,complete,Group 1
case-4013,T02 Check confirmation of receipt,Resource10,2010/11/16 22:32:33.837,Variant 1,1,Internet,Experts,,Resource17,task-1406,complete,Group 4
case-4013,T04 Determine confirmation of receipt,Resource10,2010/11/22 17:26:54.898,Variant 1,1,Internet,Experts,,Resource17,task-1531,complete,Group 3
case-4013,T05 Print and send confirmation of receipt,admin1,2010/11/30 17:59:53.407,Variant 1,1,Internet,Experts,,Resource17,task-1785,complete,Group 2
case-4014,Confirmation of receipt,Resource11,2010/11/01 20:22:55.945,Variant 1,1,Internet,General,,Resource01,task-354,complete,Group 1
case-4014,T06 Determine necessity of stop advice,Resource11,2010/11/01 20:25:03.686,Variant 1,1,Internet,General,,Resource01,task-612,complete,Group 1
case-4014,T10 Determine necessity to stop indication,Resource11,2010/11/01 20:25:43.152,Variant 1,1,Internet,General,,Resource01,task-613,complete,Group 1
case-4014,T02 Check confirmation of receipt,Resource21,2010/11/01 20:45:22.431,Variant 1,1,Internet,General,,Resource01,task-611,complete,EMPTY
case-4014,T04 Determine confirmation of receipt,Resource19,2010/11/01 21:39:19.161,Variant 1,1,Internet,General,,Resource01,task-625,complete,EMPTY
case-4014,T05 Print and send confirmation of receipt,Resource20,2010/11/03 17:45:12.305,Variant 1,1,Internet,General,,Resource01,task-638,complete,Group 2
case-4017,Confirmation of receipt,Resource11,2010/11/01 21:16:04.360,Variant 1,1,Post,General,,Resource07,task-357,complete,Group 1
case-4017,T06 Determine necessity of stop advice,Resource11,2010/11/01 21:19:33.758,Variant 1,1,Post,General,,Resource07,task-628,complete,Group 1
case-4017,T10 Determine necessity to stop indication,Resource11,2010/11/01 21:21:48.593,Variant 1,1,Post,General,,Resource07,task-629,complete,Group 1
case-4017,T02 Check confirmation of receipt,Resource19,2010/11/01 21:40:15.155,Variant 1,1,Post,General,,Resource07,task-627,complete,EMPTY
case-4017,T04 Determine confirmation of receipt,Resource19,2010/11/01 21:52:53.315,Variant 1,1,Post,General,,Resource07,task-639,complete,EMPTY
case-4017,T05 Print and send confirmation of receipt,Resource20,2010/11/03 17:46:13.204,Variant 1,1,Post,General,,Resource07,task-654,complete,Group 2
case-4020,Confirmation of receipt,Resource11,2010/11/01 21:46:24.892,Variant 1,1,Post,General,,Resource07,task-364,complete,Group 1
case-4020,T06 Determine necessity of stop advice,Resource11,2010/11/01 21:46:55.737,Variant 1,1,Post,General,,Resource07,task-643,complete,Group 1
case-4020,T10 Determine necessity to stop indication,Resource11,2010/11/01 21:47:52.420,Variant 1,1,Post,General,,Resource07,task-644,complete,Group 1
case-4020,T02 Check confirmation of receipt,Resource19,2010/11/04 19:29:40.881,Variant 1,1,Post,General,,Resource07,task-642,complete,EMPTY
case-4020,T04 Determine confirmation of receipt,Resource19,2010/11/09 20:20:01.131,Variant 1,1,Post,General,,Resource07,task-853,complete,EMPTY
case-4020,T05 Print and send confirmation of receipt,Resource20,2010/11/11 21:53:21.394,Variant 1,1,Post,General,,Resource07,task-1258,complete,Group 2
case-4027,Confirmation of receipt,Resource11,2010/11/02 16:32:35.409,Variant 1,1,Post,General,,Resource07,task-373,complete,Group 1
case-4027,T06 Determine necessity of stop advice,Resource11,2010/11/02 16:33:03.163,Variant 1,1,Post,General,,Resource07,task-693,complete,Group 1
case-4027,T10 Determine necessity to stop indication,Resource11,2010/11/02 16:33:46.468,Variant 1,1,Post,General,,Resource07,task-694,complete,Group 1
case-4027,T02 Check confirmation of receipt,Resource19,2010/11/04 19:16:16.748,Variant 1,1,Post,General,,Resource07,task-692,complete,EMPTY
case-4027,T04 Determine confirmation of receipt,Resource11,2010/11/04 20:34:39.983,Variant 1,1,Post,General,,Resource07,task-848,complete,EMPTY
case-4027,T05 Print and send confirmation of receipt,Resource20,2010/11/05 02:04:13.689,Variant 1,1,Post,General,,Resource07,task-880,complete,Group 2
case-4028,Confirmation of receipt,Resource01,2010/11/02 21:42:19.582,Variant 1,1,Post,General,,Resource07,task-376,complete,Group 1
case-4028,T06 Determine necessity of stop advice,Resource01,2010/11/02 21:45:03.277,Variant 1,1,Post,General,,Resource07,task-716,complete,Group 1
case-4028,T10 Determine necessity to stop indication,Resource01,2010/11/02 21:46:01.076,Variant 1,1,Post,General,,Resource07,task-717,complete,Group 1
case-4028,T02 Check confirmation of receipt,Resource19,2010/11/04 19:01:23.772,Variant 1,1,Post,General,,Resource07,task-715,complete,EMPTY
case-4028,T04 Determine confirmation of receipt,Resource19,2010/11/05 00:27:23.404,Variant 1,1,Post,General,,Resource07,task-847,complete,EMPTY
case-4028,T05 Print and send confirmation of receipt,Resource20,2010/11/11 21:52:39.426,Variant 1,1,Post,General,,Resource07,task-993,complete,Group 2
case-4058,Confirmation of receipt,Resource11,2010/11/03 16:58:51.869,Variant 1,1,e-mail,General,,Resource07,task-452,complete,Group 1
case-4058,T06 Determine necessity of stop advice,Resource11,2010/11/03 16:59:55.594,Variant 1,1,e-mail,General,,Resource07,task-756,complete,Group 1
case-4058,T10 Determine necessity to stop indication,Resource11,2010/11/03 17:00:44.893,Variant 1,1,e-mail,General,,Resource07,task-757,complete,Group 1
case-4058,T02 Check confirmation of receipt,Resource19,2010/11/04 19:20:57.159,Variant 1,1,e-mail,General,,Resource07,task-755,complete,EMPTY
case-4058,T04 Determine confirmation of receipt,Resource10,2010/11/11 23:38:59.844,Variant 1,1,e-mail,General,,Resource07,task-850,complete,Group 3
case-4058,T05 Print and send confirmation of receipt,admin1,2010/11/16 19:20:22.813,Variant 1,1,e-mail,General,,Resource07,task-1401,complete,Group 2
case-4059,Confirmation of receipt,Resource11,2010/11/03 17:28:13.934,Variant 1,1,e-mail,General,,Resource07,task-464,complete,Group 1
case-4059,T06 Determine necessity of stop advice,Resource11,2010/11/03 17:29:04.356,Variant 1,1,e-mail,General,,Resource07,task-767,complete,Group 1
case-4059,T10 Determine necessity to stop indication,Resource11,2010/11/03 17:29:32.087,Variant 1,1,e-mail,General,,Resource07,task-768,complete,Group 1
