Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-4592,T17 Check report Y to stop indication,Resource07,2010/12/14 19:09:30.738,Variant 4,4,Internet,General,,Resource07,task-4078,complete,Group 4
case-4592,T19 Determine report Y to stop indication,Resource07,2010/12/14 19:09:44.859,Variant 4,4,Internet,General,,Resource07,task-4079,complete,Group 3
case-4592,T20 Print report Y to stop indication,Resource07,2010/12/14 19:10:06.033,Variant 4,4,Internet,General,,Resource07,task-4081,complete,Group 2
case-4592,T02 Check confirmation of receipt,Resource19,2010/12/16 18:01:32.454,Variant 4,4,Internet,General,,Resource07,task-4068,complete,EMPTY
case-4592,T03 Adjust confirmation of receipt,Resource07,2010/12/16 19:46:30.287,Variant 4,4,Internet,General,,Resource07,task-4618,complete,Group 1
case-4592,T02 Check confirmation of receipt,Resource07,2010/12/16 19:47:06.958,Variant 4,4,Internet,General,,Resource07,task-4651,complete,Group 4
case-4592,T04 Determine confirmation of receipt,Resource07,2010/12/16 19:47:46.773,Variant 4,4,Internet,General,,Resource07,task-4652,complete,Group 3
case-4592,T05 Print and send confirmation of receipt,Resource07,2010/12/16 19:48:20.867,Variant 4,4,Internet,General,,Resource07,task-4653,complete,Group 2
case-6335,Confirmation of receipt,Resource01,2011/03/24 19:45:41.418,Variant 5,5,Internet,General,,Resource11,task-15433,complete,EMPTY
case-6335,T02 Check confirmation of receipt,Resource01,2011/03/24 19:46:01.784,Variant 5,5,Internet,General,,Resource11,task-17540,complete,Group 4
case-6335,T04 Determine confirmation of receipt,Resource01,2011/03/24 19:46:13.946,Variant 5,5,Internet,General,,Resource11,task-17542,complete,Group 3
case-6335,T05 Print and send confirmation of receipt,Resource01,2011/03/24 19:46:24.024,Variant 5,5,Internet,General,,Resource11,task-17543,complete,Group 2
case-6335,T06 Determine necessity of stop advice,Resource11,2011/04/06 18:06:24.073,Variant 5,5,Internet,General,,Resource11,task-17541,complete,Group 1
case-6335,T10 Determine necessity to stop indication,Resource11,2011/04/06 18:07:15.367,Variant 5,5,Internet,General,,Resource11,task-19232,complete,Group 1
case-6335,T16 Report reasons to hold request,Resource11,2011/04/06 22:14:40.223,Variant 5,5,Internet,General,,Resource11,task-19233,complete,Group 1
case-6335,T17 Check report Y to stop indication,Resource11,2011/04/06 22:15:18.808,Variant 5,5,Internet,General,,Resource11,task-19323,complete,Group 4
case-6335,T18 Adjust report Y to stop indicition,Resource11,2011/04/06 22:15:31.424,Variant 5,5,Internet,General,,Resource11,task-19324,complete,Group 1
case-6335,T17 Check report Y to stop indication,Resource11,2011/04/06 22:16:10.658,Variant 5,5,Internet,General,,Resource11,task-19325,complete,EMPTY
case-6335,T18 Adjust report Y to stop indicition,Resource11,2011/04/06 22:16:29.966,Variant 5,5,Internet,General,,Resource11,task-19326,complete,Group 1
case-6335,T17 Check report Y to stop indication,Resource11,2011/04/06 22:17:22.246,Variant 5,5,Internet,General,,Resource11,task-19327,complete,EMPTY
case-6335,T18 Adjust report Y to stop indicition,Resource11,2011/04/06 22:17:34.132,Variant 5,5,Internet,General,,Resource11,task-19328,complete,Group 1
case-6335,T17 Check report Y to stop indication,Resource11,2011/04/06 22:19:08.597,Variant 5,5,Internet,General,,Resource11,task-19329,complete,EMPTY
case-6335,T18 Adjust report Y to stop indicition,Resource11,2011/04/06 22:19:25.491,Variant 5,5,Internet,General,,Resource11,task-19330,complete,Group 1
case-6335,T17 Check report Y to stop indication,Resource11,2011/04/06 22:19:39.722,Variant 5,5,Internet,General,,Resource11,task-19331,complete,Group 4
case-6335,T19 Determine report Y to stop indication,Resource11,2011/04/06 22:19:53.076,Variant 5,5,Internet,General,,Resource11,task-19332,complete,Group 3
case-6335,T20 Print report Y to stop indication,Resource11,2011/04/06 22:20:03.916,Variant 5,5,Internet,General,,Resource11,task-19333,complete,Group 2
case-7815,Confirmation of receipt,Resource05,2011/06/06 17:47:31.708,Variant 6,6,Internet,General,,Resource05,task-27193,complete,EMPTY
case-7815,T02 Check confirmation of receipt,Resource05,2011/06/06 17:47:46.563,Variant 6,6,Internet,General,,Resource05,task-27677,complete,Group 4
case-7815,T04 Determine confirmation of receipt,Resource05,2011/06/06 17:48:04.553,Variant 6,6,Internet,General,,Resource05,task-27679,complete,Group 3
case-7815,T05 Print and send confirmation of receipt,Resource05,2011/06/06 17:48:19.723,Variant 6,6,Internet,General,,Resource05,task-27680,complete,Group 2
case-7815,T06 Determine necessity of stop advice,Resource05,2011/06/06 17:49:04.495,Variant 6,6,Internet,General,,Resource05,task-27678,complete,Group 1
case-7815,T10 Determine necessity to stop indication,Resource05,2011/06/06 17:49:41.978,Variant 6,6,Internet,General,,Resource05,task-27681,complete,Group 1
case-7815,T16 Report reasons to hold request,Resource05,2011/06/06 17:56:09.998,Variant 6,6,Internet,General,,Resource05,task-27683,complete,Group 1
case-7815,T17 Check report Y to stop indication,Resource05,2011/06/06 17:56:39.135,Variant 6,6,Internet,General,,Resource05,task-27686,complete,Group 4
case-7815,T18 Adjust report Y to stop indicition,Resource05,2011/06/06 17:57:01.276,Variant 6,6,Internet,General,,Resource05,task-27687,complete,Group 1
case-7815,T17 Check report Y to stop indication,Resource05,2011/06/06 17:57:15.624,Variant 6,6,Internet,General,,Resource05,task-27688,complete,Group 4
case-7815,T18 Adjust report Y to stop indicition,Resource05,2011/06/06 17:57:34.132,Variant 6,6,Internet,General,,Resource05,task-27689,complete,Group 1
case-7815,T17 Check report Y to stop indication,Resource05,2011/06/06 17:58:04.754,Variant 6,6,Internet,General,,Resource05,task-27690,complete,Group 4
case-7815,T19 Determine report Y to stop indication,Resource05,2011/06/06 17:58:44.603,Variant 6,6,Internet,General,,Resource05,task-27691,complete,Group 3
case-7815,T20 Print report Y to stop indication,Resource05,2011/06/06 17:59:06.434,Variant 6,6,Internet,General,,Resource05,task-27692,complete,Group 2
case-11399,Confirmation of receipt,Resource27,2012/01/12 20:11:27.976,Variant 7,7,Internet,General,Group 6,Resource40,task-51720,complete,Group 1
case-11399,T06 Determine necessity of stop advice,Resource11,2012/01/12 20:18:08.932,Variant 7,7,Internet,General,Group 6,Resource40,task-52050,complete,Group 1
case-11399,T02 Check confirmation of receipt,Resource11,2012/01/12 20:18:48.350,Variant 7,7,Internet,General,Group 6,Resource40,task-52049,complete,Group 4
case-11399,T04 Determine confirmation of receipt,Resource11,2012/01/12 20:19:40.782,Variant 7,7,Internet,General,Group 6,Resource40,task-52053,complete,EMPTY
case-11399,T05 Print and send confirmation of receipt,Resource11,2012/01/12 20:20:20.992,Variant 7,7,Internet,General,Group 6,Resource40,task-52054,complete,Group 2
case-11399,T10 Determine necessity to stop indication,Resource11,2012/01/12 20:21:00.074,Variant 7,7,Internet,General,Group 6,Resource40,task-52052,complete,Group 1
case-11399,T16 Report reasons to hold request,Resource11,2012/01/12 20:25:33.823,Variant 7,7,Internet,General,Group 6,Resource40,task-52056,complete,Group 1
case-11399,T17 Check report Y to stop indication,Resource11,2012/01/12 20:26:15.750,Variant 7,7,Internet,General,Group 6,Resource40,task-52058,complete,Group 4
case-11399,T19 Determine report Y to stop indication,Resource11,2012/01/12 20:26:54.747,Variant 7,7,Internet,General,Group 6,Resource40,task-52059,complete,Group 3
case-11399,T20 Print report Y to stop indication,Resource11,2012/01/12 20:27:40.453,Variant 7,7,Internet,General,Group 6,Resource40,task-52060,complete,Group 2
case-7612,Confirmation of receipt,Resource09,2011/06/07 22:21:39.731,Variant 8,8,Internet,General,,Resource09,task-25729,complete,EMPTY
case-7612,T06 Determine necessity of stop advice,Resource09,2011/06/07 22:22:18.227,Variant 8,8,Internet,General,,Resource09,task-28170,complete,Group 1
case-7612,T10 Determine necessity to stop indication,Resource09,2011/06/07 22:25:16.883,Variant 8,8,Internet,General,,Resource09,task-28171,complete,Group 1
case-7612,T02 Check confirmation of receipt,Resource09,2011/06/07 22:33:36.977,Variant 8,8,Internet,General,,Resource09,task-28169,complete,Group 4
case-7612,T04 Determine confirmation of receipt,Resource09,2011/06/07 22:33:59.280,Variant 8,8,Internet,General,,Resource09,task-28188,complete,Group 3
case-7612,T05 Print and send confirmation of receipt,Resource09,2011/06/07 22:34:11.512,Variant 8,8,Internet,General,,Resource09,task-28189,complete,Group 2
case-7612,T16 Report reasons to hold request,Resource09,2011/06/07 22:35:38.902,Variant 8,8,Internet,General,,Resource09,task-28172,complete,Group 1
case-7612,T17 Check report Y to stop indication,Resource09,2011/06/07 22:35:57.851,Variant 8,8,Internet,General,,Resource09,task-28191,complete,Group 4
case-7612,T19 Determine report Y to stop indication,Resource09,2011/06/07 22:36:15.510,Variant 8,8,Internet,General,,Resource09,task-28193,complete,Group 3
case-7612,T20 Print report Y to stop indication,Resource09,2011/06/07 22:36:33.149,Variant 8,8,Internet,General,,Resource09,task-28195,complete,Group 2
case-4537,Confirmation of receipt,Resource12,2010/12/15 00:08:54.503,Variant 9,9,Internet,General,,Resource12,task-1984,complete,EMPTY
case-4537,T02 Check confirmation of receipt,Resource10,2010/12/17 19:19:10.470,Variant 9,9,Internet,General,,Resource12,task-4240,complete,Group 4
case-4537,T04 Determine confirmation of receipt,Resource10,2010/12/17 19:21:30.318,Variant 9,9,Internet,General,,Resource12,task-4776,complete,Group 3
case-4537,T05 Print and send confirmation of receipt,admin1,2010/12/17 19:23:50.542,Variant 9,9,Internet,General,,Resource12,task-4789,complete,Group 2
case-4537,T06 Determine necessity of stop advice,Resource12,2010/12/28 21:48:43.961,Variant 9,9,Internet,General,,Resource12,task-4241,complete,Group 1
case-4537,T07-5 Draft intern advice aspect 5,Resource12,2011/01/14 00:04:16.192,Variant 9,9,Internet,General,,Resource12,task-6051,complete,Group 1
case-4537,T06 Determine necessity of stop advice,Resource12,2011/01/14 00:04:49.935,Variant 9,9,Internet,General,,Resource12,task-8183,complete,Group 1
case-4537,T10 Determine necessity to stop indication,Resource12,2011/01/31 20:01:18.270,Variant 9,9,Internet,General,,Resource12,task-8184,complete,Group 1
case-4537,T16 Report reasons to hold request,Resource12,2011/02/15 23:40:08.631,Variant 9,9,Internet,General,,Resource12,task-10157,complete,Group 1
case-4537,T17 Check report Y to stop indication,Resource12,2011/02/15 23:40:44.022,Variant 9,9,Internet,General,,Resource12,task-12325,complete,Group 4
case-4537,T19 Determine report Y to stop indication,Resource12,2011/02/15 23:43:16.487,Variant 9,9,Internet,General,,Resource12,task-12326,complete,EMPTY
case-4537,T20 Print report Y to stop indication,Resource12,2011/02/15 23:43:43.912,Variant 9,9,Internet,General,,Resource12,task-12329,complete,Group 2
case-10028,Confirmation of receipt,Resource03,2011/10/25 22:13:10.744,Variant 1,1,Internet,General,Group 8,Resource11,task-43250,complete,EMPTY
case-10028,T02 Check confirmation of receipt,Resource03,2011/10/25 22:13:31.837,Variant 1,1,Internet,General,Group 8,Resource11,task-44467,complete,Group 4
case-10028,T04 Determine confirmation of receipt,Resource03,2011/10/25 22:13:49.542,Variant 1,1,Internet,General,Group 8,Resource11,task-44469,complete,Group 3
case-10028,T05 Print and send confirmation of receipt,Resource03,2011/10/25 22:14:24.249,Variant 1,1,Internet,General,Group 8,Resource11,task-44470,complete,Group 2
case-10028,T06 Determine necessity of stop advice,Resource03,2011/10/25 22:22:15.239,Variant 1,1,Internet,General,Group 8,Resource11,task-44468,complete,Group 1
case-10028,T10 Determine necessity to stop indication,Resource03,2011/10/25 22:23:06.272,Variant 1,1,Internet,General,Group 8,Resource11,task-44471,complete,Group 1
case-10028,T16 Report reasons to hold request,Resource03,2011/10/25 22:23:58.755,Variant 1,1,Internet,General,Group 8,Resource11,task-44472,complete,Group 1
case-10028,T17 Check report Y to stop indication,Resource03,2011/10/25 22:24:22.922,Variant 1,1,Internet,General,Group 8,Resource11,task-44473,complete,Group 4
case-10028,T19 Determine report Y to stop indication,Resource03,2011/10/25 22:24:55.079,Variant 1,1,Internet,General,Group 8,Resource11,task-44474,complete,Group 3
case-10028,T20 Print report Y to stop indication,Resource03,2011/10/25 22:25:10.989,Variant 1,1,Internet,General,Group 8,Resource11,task-44475,complete,Group 2
case-10392,Confirmation of receipt,Resource03,2011/11/18 18:09:30.172,Variant 1,1,Internet,General,Group 8,Resource11,task-46220,complete,EMPTY
case-10392,T02 Check confirmation of receipt,Resource03,2011/11/18 18:09:49.213,Variant 1,1,Internet,General,Group 8,Resource11,task-47123,complete,Group 4
case-10392,T04 Determine confirmation of receipt,Resource03,2011/11/18 18:18:08.748,Variant 1,1,Internet,General,Group 8,Resource11,task-47125,complete,Group 3
case-10392,T05 Print and send confirmation of receipt,Resource03,2011/11/18 18:18:24.008,Variant 1,1,Internet,General,Group 8,Resource11,task-47126,complete,Group 2
case-10392,T06 Determine necessity of stop advice,Resource03,2011/11/18 18:18:39.882,Variant 1,1,Internet,General,Group 8,Resource11,task-47124,complete,Group 1
case-10392,T10 Determine necessity to stop indication,Resource03,2011/11/18 18:19:13.974,Variant 1,1,Internet,General,Group 8,Resource11,task-47127,complete,Group 1
case-10392,T16 Report reasons to hold request,Resource03,2011/11/18 18:19:33.548,Variant 1,1,Internet,General,Group 8,Resource11,task-47128,complete,Group 1
case-10392,T17 Check report Y to stop indication,Resource03,2011/11/18 18:19:51.377,Variant 1,1,Internet,General,Group 8,Resource11,task-47129,complete,Group 4
case-10392,T19 Determine report Y to stop indication,Resource03,2011/11/18 18:21:19.608,Variant 1,1,Internet,General,Group 8,Resource11,task-47130,complete,Group 3
case-10392,T20 Print report Y to stop indication,Resource03,2011/11/18 18:21:34.851,Variant 1,1,Internet,General,Group 8,Resource11,task-47131,complete,Group 2
case-10461,Confirmation of receipt,Resource03,2011/11/18 18:53:38.081,Variant 1,1,Internet,General,Group 2,Resource03,task-46694,complete,EMPTY
case-10461,T02 Check confirmation of receipt,Resource03,2011/11/18 18:54:05.458,Variant 1,1,Internet,General,Group 2,Resource03,task-47151,complete,Group 4
case-10461,T04 Determine confirmation of receipt,Resource03,2011/11/18 18:54:20.930,Variant 1,1,Internet,General,Group 2,Resource03,task-47153,complete,Group 3
case-10461,T05 Print and send confirmation of receipt,Resource03,2011/11/18 18:54:54.994,Variant 1,1,Internet,General,Group 2,Resource03,task-47155,complete,Group 2
case-10461,T06 Determine necessity of stop advice,Resource03,2011/11/18 18:55:15.110,Variant 1,1,Internet,General,Group 2,Resource03,task-47152,complete,Group 1
case-10461,T10 Determine necessity to stop indication,Resource03,2011/11/18 18:55:50.240,Variant 1,1,Internet,General,Group 2,Resource03,task-47156,complete,Group 1
case-10461,T16 Report reasons to hold request,Resource03,2011/11/18 18:56:06.771,Variant 1,1,Internet,General,Group 2,Resource03,task-47157,complete,Group 1
case-10461,T17 Check report Y to stop indication,Resource03,2011/11/18 18:56:27.350,Variant 1,1,Internet,General,Group 2,Resource03,task-47158,complete,Group 4
case-10461,T19 Determine report Y to stop indication,Resource03,2011/11/18 18:56:44.304,Variant 1,1,Internet,General,Group 2,Resource03,task-47159,complete,Group 3
case-10461,T20 Print report Y to stop indication,Resource03,2011/11/18 18:56:58.025,Variant 1,1,Internet,General,Group 2,Resource03,task-47160,complete,Group 2
case-5517,Confirmation of receipt,Resource13,2011/01/27 20:11:33.565,Variant 1,1,Desk,General,,Resource13,task-9679,complete,Group 1
case-5517,T02 Check confirmation of receipt,Resource10,2011/01/27 20:50:45.604,Variant 1,1,Desk,General,,Resource13,task-9787,complete,Group 4
case-5517,T04 Determine confirmation of receipt,Resource10,2011/01/27 20:50:59.589,Variant 1,1,Desk,General,,Resource13,task-9814,complete,Group 3
case-5517,T05 Print and send confirmation of receipt,Resource13,2011/02/02 17:28:32.263,Variant 1,1,Desk,General,,Resource13,task-9815,complete,EMPTY
case-5517,T06 Determine necessity of stop advice,Resource13,2011/02/02 17:28:50.038,Variant 1,1,Desk,General,,Resource13,task-9788,complete,Group 1
case-5517,T10 Determine necessity to stop indication,Resource13,2011/02/02 17:29:13.189,Variant 1,1,Desk,General,,Resource13,task-10514,complete,Group 1
case-5517,T16 Report reasons to hold request,Resource13,2011/02/02 17:34:01.141,Variant 1,1,Desk,General,,Resource13,task-10515,complete,Group 1
case-5517,T17 Check report Y to stop indication,Resource13,2011/02/02 17:35:14.052,Variant 1,1,Desk,General,,Resource13,task-10519,complete,EMPTY
case-5517,T19 Determine report Y to stop indication,Resource13,2011/02/02 17:35:55.993,Variant 1,1,Desk,General,,Resource13,task-10521,complete,Group 3
case-5517,T20 Print report Y to stop indication,Resource13,2011/02/02 17:36:13.619,Variant 1,1,Desk,General,,Resource13,task-10522,complete,Group 2
case-6413,Confirmation of receipt,Resource08,2011/03/18 00:45:51.260,Variant 1,1,Internet,General,,Resource08,task-15919,complete,EMPTY
case-6413,T02 Check confirmation of receipt,Resource08,2011/03/18 00:46:05.292,Variant 1,1,Internet,General,,Resource08,task-16653,complete,Group 4
case-6413,T04 Determine confirmation of receipt,Resource18,2011/03/18 01:09:07.952,Variant 1,1,Internet,General,,Resource08,task-16655,complete,EMPTY
case-6413,T05 Print and send confirmation of receipt,admin1,2011/03/21 18:40:02.917,Variant 1,1,Internet,General,,Resource08,task-16658,complete,Group 2
case-6413,T06 Determine necessity of stop advice,Resource08,2011/03/22 23:15:45.552,Variant 1,1,Internet,General,,Resource08,task-16654,complete,Group 1
case-6413,T10 Determine necessity to stop indication,Resource08,2011/03/22 23:16:43.502,Variant 1,1,Internet,General,,Resource08,task-17208,complete,Group 1
case-6413,T16 Report reasons to hold request,Resource08,2011/03/22 23:18:06.052,Variant 1,1,Internet,General,,Resource08,task-17210,complete,Group 1
case-6413,T17 Check report Y to stop indication,Resource08,2011/03/22 23:18:20.530,Variant 1,1,Internet,General,,Resource08,task-17214,complete,Group 4
case-6413,T19 Determine report Y to stop indication,Resource08,2011/03/22 23:19:09.344,Variant 1,1,Internet,General,,Resource08,task-17215,complete,EMPTY
case-6413,T20 Print report Y to stop indication,Resource08,2011/03/22 23:19:25.420,Variant 1,1,Internet,General,,Resource08,task-17219,complete,Group 2
case-7094,Confirmation of receipt,Resource05,2011/05/02 17:48:02.020,Variant 1,1,Internet,General,,Resource05,task-21171,complete,EMPTY
case-7094,T02 Check confirmation of receipt,Resource05,2011/05/02 17:51:15.270,Variant 1,1,Internet,General,,Resource05,task-22919,complete,Group 4
case-7094,T04 Determine confirmation of receipt,Resource05,2011/05/02 17:51:37.777,Variant 1,1,Internet,General,,Resource05,task-22921,complete,Group 3
case-7094,T05 Print and send confirmation of receipt,Resource05,2011/05/02 17:51:58.263,Variant 1,1,Internet,General,,Resource05,task-22922,complete,Group 2
case-7094,T06 Determine necessity of stop advice,Resource05,2011/05/02 17:52:19.979,Variant 1,1,Internet,General,,Resource05,task-22920,complete,Group 1
case-7094,T10 Determine necessity to stop indication,Resource05,2011/05/02 17:53:19.482,Variant 1,1,Internet,General,,Resource05,task-22924,complete,Group 1
case-7094,T16 Report reasons to hold request,Resource05,2011/05/02 17:56:11.751,Variant 1,1,Internet,General,,Resource05,task-22927,complete,Group 1
case-7094,T17 Check report Y to stop indication,Resource05,2011/05/02 17:57:37.605,Variant 1,1,Internet,General,,Resource05,task-22931,complete,Group 4
case-7094,T19 Determine report Y to stop indication,Resource05,2011/05/02 17:59:10.319,Variant 1,1,Internet,General,,Resource05,task-22934,complete,Group 3
case-7094,T20 Print report Y to stop indication,Resource05,2011/05/02 17:59:23.761,Variant 1,1,Internet,General,,Resource05,task-22940,complete,Group 2
case-9554,Confirmation of receipt,Resource05,2011/09/27 18:19:27.159,Variant 1,1,Internet,General,Group 5,Resource05,task-38908,complete,EMPTY
case-9554,T02 Check confirmation of receipt,Resource05,2011/09/27 18:19:52.003,Variant 1,1,Internet,General,Group 5,Resource05,task-40584,complete,Group 4
case-9554,T04 Determine confirmation of receipt,Resource05,2011/09/27 18:20:23.298,Variant 1,1,Internet,General,Group 5,Resource05,task-40586,complete,Group 3
case-9554,T05 Print and send confirmation of receipt,Resource05,2011/09/27 18:20:43.516,Variant 1,1,Internet,General,Group 5,Resource05,task-40587,complete,Group 2
case-9554,T06 Determine necessity of stop advice,Resource05,2011/09/27 18:21:02.345,Variant 1,1,Internet,General,Group 5,Resource05,task-40585,complete,Group 1
case-9554,T10 Determine necessity to stop indication,Resource05,2011/09/27 18:21:39.019,Variant 1,1,Internet,General,Group 5,Resource05,task-40589,complete,Group 1
case-9554,T16 Report reasons to hold request,Resource05,2011/09/27 18:22:41.154,Variant 1,1,Internet,General,Group 5,Resource05,task-40590,complete,Group 1
case-9554,T17 Check report Y to stop indication,Resource05,2011/09/27 18:32:41.531,Variant 1,1,Internet,General,Group 5,Resource05,task-40591,complete,Group 4
case-9554,T19 Determine report Y to stop indication,Resource05,2011/09/27 18:33:40.371,Variant 1,1,Internet,General,Group 5,Resource05,task-40599,complete,Group 3
case-9554,T20 Print report Y to stop indication,Resource05,2011/09/27 18:34:36.894,Variant 1,1,Internet,General,Group 5,Resource05,task-40600,complete,Group 2
case-9631,Confirmation of receipt,Resource03,2011/09/26 22:57:41.419,Variant 1,1,Internet,General,Group 8,Resource11,task-39455,complete,EMPTY
case-9631,T02 Check confirmation of receipt,Resource03,2011/09/26 22:58:01.365,Variant 1,1,Internet,General,Group 8,Resource11,task-40513,complete,Group 4
case-9631,T04 Determine confirmation of receipt,Resource03,2011/09/26 23:01:45.731,Variant 1,1,Internet,General,Group 8,Resource11,task-40515,complete,Group 3
case-9631,T05 Print and send confirmation of receipt,Resource03,2011/09/26 23:02:01.058,Variant 1,1,Internet,General,Group 8,Resource11,task-40516,complete,Group 2
case-9631,T06 Determine necessity of stop advice,Resource03,2011/09/26 23:02:25.581,Variant 1,1,Internet,General,Group 8,Resource11,task-40514,complete,EMPTY
case-9631,T10 Determine necessity to stop indication,Resource03,2011/09/26 23:02:58.002,Variant 1,1,Internet,General,Group 8,Resource11,task-40517,complete,Group 1
case-9631,T16 Report reasons to hold request,Resource01,2011/09/29 21:51:57.612,Variant 1,1,Internet,General,Group 8,Resource11,task-40518,complete,Group 1
case-9631,T17 Check report Y to stop indication,Resource01,2011/09/29 21:52:16.377,Variant 1,1,Internet,General,Group 8,Resource11,task-40839,complete,Group 4
case-9631,T19 Determine report Y to stop indication,Resource01,2011/09/29 21:52:34.107,Variant 1,1,Internet,General,Group 8,Resource11,task-40840,complete,Group 3
case-9631,T20 Print report Y to stop indication,Resource01,2011/09/29 21:52:52.419,Variant 1,1,Internet,General,Group 8,Resource11,task-40841,complete,Group 2
case-9927,Confirmation of receipt,Resource05,2011/11/08 20:41:03.047,Variant 1,1,Internet,General,Group 5,Resource05,task-41833,complete,EMPTY
case-9927,T02 Check confirmation of receipt,Resource05,2011/11/08 20:41:32.606,Variant 1,1,Internet,General,Group 5,Resource05,task-45772,complete,Group 4
case-9927,T04 Determine confirmation of receipt,Resource05,2011/11/08 20:41:56.772,Variant 1,1,Internet,General,Group 5,Resource05,task-45774,complete,Group 3
case-9927,T05 Print and send confirmation of receipt,Resource05,2011/11/08 20:42:18.067,Variant 1,1,Internet,General,Group 5,Resource05,task-45775,complete,Group 2
case-9927,T06 Determine necessity of stop advice,Resource05,2011/11/08 20:42:43.344,Variant 1,1,Internet,General,Group 5,Resource05,task-45773,complete,Group 1
case-9927,T10 Determine necessity to stop indication,Resource05,2011/11/08 20:43:11.154,Variant 1,1,Internet,General,Group 5,Resource05,task-45776,complete,Group 1
case-9927,T16 Report reasons to hold request,Resource05,2011/11/08 20:43:56.699,Variant 1,1,Internet,General,Group 5,Resource05,task-45777,complete,Group 1
case-9927,T17 Check report Y to stop indication,Resource05,2011/11/08 20:44:51.187,Variant 1,1,Internet,General,Group 5,Resource05,task-45778,complete,Group 4
case-9927,T19 Determine report Y to stop indication,Resource05,2011/11/08 20:45:36.126,Variant 1,1,Internet,General,Group 5,Resource05,task-45779,complete,Group 3
case-9927,T20 Print report Y to stop indication,Resource05,2011/11/08 20:47:32.708,Variant 1,1,Internet,General,Group 5,Resource05,task-45780,complete,Group 2
case-9957,Confirmation of receipt,Resource03,2011/10/11 21:16:57.661,Variant 1,1,Internet,General,Group 8,Resource11,task-42338,complete,EMPTY
