Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,lifecycle:transition,org:group
case-5597,T15 Print document X request unlicensed,Resource07,2011/02/28 20:47:00.458,Variant 1,1,Desk,General,,Resource11,task-14339,complete,Group 2
case-5865,Confirmation of receipt,Resource01,2011/02/18 00:23:19.194,Variant 1,1,Internet,General,,Resource11,task-11244,complete,EMPTY
case-5865,T02 Check confirmation of receipt,Resource01,2011/02/18 00:23:32.337,Variant 1,1,Internet,General,,Resource11,task-12885,complete,Group 4
case-5865,T04 Determine confirmation of receipt,Resource01,2011/02/18 00:23:44.713,Variant 1,1,Internet,General,,Resource11,task-12887,complete,Group 3
case-5865,T05 Print and send confirmation of receipt,Resource01,2011/02/18 00:23:53.838,Variant 1,1,Internet,General,,Resource11,task-12888,complete,Group 2
case-5865,T06 Determine necessity of stop advice,Resource01,2011/03/01 21:36:22.050,Variant 1,1,Internet,General,,Resource11,task-12886,complete,Group 1
case-5865,T10 Determine necessity to stop indication,Resource01,2011/03/30 22:53:13.440,Variant 1,1,Internet,General,,Resource11,task-14718,complete,EMPTY
case-5865,T11 Create document X request unlicensed,Resource01,2011/03/31 00:12:57.295,Variant 1,1,Internet,General,,Resource11,task-18536,complete,Group 1
case-5865,T12 Check document X request unlicensed,Resource07,2011/03/31 19:18:27.121,Variant 1,1,Internet,General,,Resource11,task-18540,complete,EMPTY
case-5865,T14 Determine document X request unlicensed,Resource19,2011/03/31 22:31:43.007,Variant 1,1,Internet,General,,Resource11,task-18608,complete,EMPTY
case-5865,T15 Print document X request unlicensed,Resource01,2011/04/01 17:42:16.646,Variant 1,1,Internet,General,,Resource11,task-18687,complete,Group 2
case-6315,Confirmation of receipt,Resource01,2011/03/16 23:24:05.757,Variant 1,1,Internet,General,,Resource11,task-15298,complete,EMPTY
case-6315,T02 Check confirmation of receipt,Resource01,2011/03/16 23:24:29.603,Variant 1,1,Internet,General,,Resource11,task-16475,complete,Group 4
case-6315,T04 Determine confirmation of receipt,Resource01,2011/03/16 23:24:41.835,Variant 1,1,Internet,General,,Resource11,task-16477,complete,Group 3
case-6315,T05 Print and send confirmation of receipt,Resource01,2011/03/16 23:24:53.113,Variant 1,1,Internet,General,,Resource11,task-16478,complete,Group 2
case-6315,T06 Determine necessity of stop advice,Resource01,2011/04/05 22:49:13.323,Variant 1,1,Internet,General,,Resource11,task-16476,complete,Group 1
case-6315,T10 Determine necessity to stop indication,Resource01,2011/04/21 20:31:59.396,Variant 1,1,Internet,General,,Resource11,task-19151,complete,Group 1
case-6315,T11 Create document X request unlicensed,Resource01,2011/04/21 20:49:32.785,Variant 1,1,Internet,General,,Resource11,task-21851,complete,Group 1
case-6315,T12 Check document X request unlicensed,Resource01,2011/04/21 20:49:47.252,Variant 1,1,Internet,General,,Resource11,task-21865,complete,Group 4
case-6315,T14 Determine document X request unlicensed,Resource19,2011/04/21 21:51:09.121,Variant 1,1,Internet,General,,Resource11,task-21867,complete,EMPTY
case-6315,T15 Print document X request unlicensed,Resource01,2011/04/26 16:42:34.323,Variant 1,1,Internet,General,,Resource11,task-21889,complete,Group 2
case-6320,Confirmation of receipt,Resource01,2011/03/24 19:19:50.916,Variant 1,1,Internet,General,,Resource11,task-15321,complete,EMPTY
case-6320,T02 Check confirmation of receipt,Resource01,2011/03/24 19:20:41.494,Variant 1,1,Internet,General,,Resource11,task-17523,complete,Group 4
case-6320,T04 Determine confirmation of receipt,Resource01,2011/03/24 19:20:57.418,Variant 1,1,Internet,General,,Resource11,task-17525,complete,Group 3
case-6320,T05 Print and send confirmation of receipt,Resource01,2011/03/24 19:21:26.389,Variant 1,1,Internet,General,,Resource11,task-17526,complete,Group 2
case-6320,T06 Determine necessity of stop advice,Resource01,2011/04/05 22:57:40.052,Variant 1,1,Internet,General,,Resource11,task-17524,complete,Group 1
case-6320,T10 Determine necessity to stop indication,Resource01,2011/04/21 20:51:29.322,Variant 1,1,Internet,General,,Resource11,task-19152,complete,Group 1
case-6320,T11 Create document X request unlicensed,Resource01,2011/04/21 20:56:59.950,Variant 1,1,Internet,General,,Resource11,task-21868,complete,Group 1
case-6320,T12 Check document X request unlicensed,Resource01,2011/04/21 20:57:11.972,Variant 1,1,Internet,General,,Resource11,task-21869,complete,Group 4
case-6320,T14 Determine document X request unlicensed,Resource19,2011/04/21 21:56:47.101,Variant 1,1,Internet,General,,Resource11,task-21870,complete,EMPTY
case-6320,T15 Print document X request unlicensed,Resource01,2011/04/26 16:43:45.258,Variant 1,1,Internet,General,,Resource11,task-21891,complete,Group 2
case-6343,Confirmation of receipt,Resource02,2011/03/10 23:48:56.527,Variant 1,1,Internet,General,,Resource02,task-15489,complete,EMPTY
case-6343,T02 Check confirmation of receipt,Resource02,2011/03/10 23:49:14.192,Variant 1,1,Internet,General,,Resource02,task-15842,complete,Group 4
case-6343,T04 Determine confirmation of receipt,Resource02,2011/03/10 23:49:28.279,Variant 1,1,Internet,General,,Resource02,task-15845,complete,Group 3
case-6343,T05 Print and send confirmation of receipt,Resource02,2011/03/10 23:49:38.955,Variant 1,1,Internet,General,,Resource02,task-15846,complete,Group 2
case-6343,T06 Determine necessity of stop advice,Resource02,2011/03/10 23:50:26.819,Variant 1,1,Internet,General,,Resource02,task-15843,complete,Group 1
case-6343,T10 Determine necessity to stop indication,Resource02,2011/03/11 00:43:23.265,Variant 1,1,Internet,General,,Resource02,task-15847,complete,Group 1
case-6343,T11 Create document X request unlicensed,Resource02,2011/03/11 01:05:05.115,Variant 1,1,Internet,General,,Resource02,task-15854,complete,Group 1
case-6343,T12 Check document X request unlicensed,Resource02,2011/03/11 01:05:17.629,Variant 1,1,Internet,General,,Resource02,task-15857,complete,Group 4
case-6343,T14 Determine document X request unlicensed,Resource02,2011/03/11 01:05:50.620,Variant 1,1,Internet,General,,Resource02,task-15858,complete,Group 3
case-6343,T15 Print document X request unlicensed,Resource02,2011/03/11 01:06:00.570,Variant 1,1,Internet,General,,Resource02,task-15859,complete,Group 2
case-6357,Confirmation of receipt,Resource05,2011/03/16 19:31:36.855,Variant 1,1,Internet,General,,Resource05,task-15595,complete,EMPTY
case-6357,T02 Check confirmation of receipt,Resource05,2011/03/16 19:31:54.708,Variant 1,1,Internet,General,,Resource05,task-16386,complete,Group 4
case-6357,T04 Determine confirmation of receipt,Resource05,2011/03/16 19:32:08.125,Variant 1,1,Internet,General,,Resource05,task-16388,complete,Group 3
case-6357,T05 Print and send confirmation of receipt,Resource05,2011/03/16 19:32:21.537,Variant 1,1,Internet,General,,Resource05,task-16389,complete,Group 2
case-6357,T06 Determine necessity of stop advice,Resource05,2011/03/16 19:32:35.840,Variant 1,1,Internet,General,,Resource05,task-16387,complete,Group 1
case-6357,T10 Determine necessity to stop indication,Resource05,2011/03/16 19:32:56.078,Variant 1,1,Internet,General,,Resource05,task-16391,complete,Group 1
case-6357,T11 Create document X request unlicensed,Resource05,2011/03/17 19:42:26.537,Variant 1,1,Internet,General,,Resource05,task-16392,complete,Group 1
case-6357,T12 Check document X request unlicensed,Resource05,2011/03/17 19:42:36.840,Variant 1,1,Internet,General,,Resource05,task-16558,complete,Group 4
case-6357,T14 Determine document X request unlicensed,Resource05,2011/03/17 19:42:53.564,Variant 1,1,Internet,General,,Resource05,task-16559,complete,Group 3
case-6357,T15 Print document X request unlicensed,admin1,2011/03/21 18:43:11.402,Variant 1,1,Internet,General,,Resource05,task-16560,complete,EMPTY
case-6512,Confirmation of receipt,Resource06,2011/03/23 23:33:55.879,Variant 1,1,Internet,General,,Resource06,task-16632,complete,EMPTY
case-6512,T02 Check confirmation of receipt,Resource06,2011/03/23 23:34:16.761,Variant 1,1,Internet,General,,Resource06,task-17399,complete,Group 4
case-6512,T04 Determine confirmation of receipt,Resource06,2011/03/23 23:34:29.198,Variant 1,1,Internet,General,,Resource06,task-17401,complete,Group 3
case-6512,T05 Print and send confirmation of receipt,Resource06,2011/03/23 23:34:39.081,Variant 1,1,Internet,General,,Resource06,task-17402,complete,Group 2
case-6512,T06 Determine necessity of stop advice,Resource06,2011/03/23 23:35:00.802,Variant 1,1,Internet,General,,Resource06,task-17400,complete,Group 1
case-6512,T10 Determine necessity to stop indication,Resource06,2011/03/23 23:35:31.122,Variant 1,1,Internet,General,,Resource06,task-17403,complete,Group 1
case-6512,T11 Create document X request unlicensed,Resource06,2011/03/23 23:44:16.587,Variant 1,1,Internet,General,,Resource06,task-17404,complete,Group 1
case-6512,T12 Check document X request unlicensed,Resource06,2011/03/23 23:44:27.756,Variant 1,1,Internet,General,,Resource06,task-17408,complete,Group 4
case-6512,T14 Determine document X request unlicensed,Resource10,2011/03/24 01:26:46.007,Variant 1,1,Internet,General,,Resource06,task-17409,complete,EMPTY
case-6512,T15 Print document X request unlicensed,admin1,2011/03/24 23:33:41.749,Variant 1,1,Internet,General,,Resource06,task-17455,complete,EMPTY
case-6738,Confirmation of receipt,Resource01,2011/04/21 16:22:48.586,Variant 1,1,Internet,General,,Resource11,task-18201,complete,EMPTY
case-6738,T02 Check confirmation of receipt,Resource01,2011/04/21 16:23:10.608,Variant 1,1,Internet,General,,Resource11,task-21580,complete,Group 4
case-6738,T04 Determine confirmation of receipt,Resource01,2011/04/21 16:23:28.928,Variant 1,1,Internet,General,,Resource11,task-21582,complete,Group 3
case-6738,T05 Print and send confirmation of receipt,Resource01,2011/04/21 16:23:40.312,Variant 1,1,Internet,General,,Resource11,task-21583,complete,Group 2
case-6738,T06 Determine necessity of stop advice,Resource01,2011/04/21 16:23:56.720,Variant 1,1,Internet,General,,Resource11,task-21581,complete,Group 1
case-6738,T10 Determine necessity to stop indication,Resource01,2011/04/21 16:24:24.951,Variant 1,1,Internet,General,,Resource11,task-21584,complete,Group 1
case-6738,T11 Create document X request unlicensed,Resource01,2011/04/21 17:17:10.387,Variant 1,1,Internet,General,,Resource11,task-21585,complete,Group 1
case-6738,T12 Check document X request unlicensed,Resource01,2011/04/21 21:35:52.006,Variant 1,1,Internet,General,,Resource11,task-21616,complete,EMPTY
case-6738,T14 Determine document X request unlicensed,Resource19,2011/04/21 21:39:15.779,Variant 1,1,Internet,General,,Resource11,task-21879,complete,EMPTY
case-6738,T15 Print document X request unlicensed,Resource11,2011/05/03 15:26:00.141,Variant 1,1,Internet,General,,Resource11,task-21882,complete,Group 2
case-6790,Confirmation of receipt,Resource01,2011/04/21 18:01:24.870,Variant 1,1,Internet,General,,Resource11,task-18701,complete,EMPTY
case-6790,T02 Check confirmation of receipt,Resource01,2011/04/21 18:01:40.719,Variant 1,1,Internet,General,,Resource11,task-21653,complete,Group 4
case-6790,T04 Determine confirmation of receipt,Resource01,2011/04/21 18:01:54.551,Variant 1,1,Internet,General,,Resource11,task-21655,complete,Group 3
case-6790,T05 Print and send confirmation of receipt,Resource01,2011/04/21 18:02:05.178,Variant 1,1,Internet,General,,Resource11,task-21656,complete,Group 2
case-6790,T06 Determine necessity of stop advice,Resource01,2011/04/21 18:02:23.352,Variant 1,1,Internet,General,,Resource11,task-21654,complete,Group 1
case-6790,T10 Determine necessity to stop indication,Resource01,2011/05/10 21:51:58.116,Variant 1,1,Internet,General,,Resource11,task-21657,complete,Group 1
case-6790,T11 Create document X request unlicensed,Resource01,2011/05/10 22:53:49.695,Variant 1,1,Internet,General,,Resource11,task-24271,complete,Group 1
case-6790,T12 Check document X request unlicensed,Resource01,2011/05/10 22:54:07.289,Variant 1,1,Internet,General,,Resource11,task-24293,complete,Group 4
case-6790,T14 Determine document X request unlicensed,Resource19,2011/05/12 00:02:19.076,Variant 1,1,Internet,General,,Resource11,task-24294,complete,EMPTY
case-6790,T15 Print document X request unlicensed,Resource01,2011/05/12 16:59:34.067,Variant 1,1,Internet,General,,Resource11,task-24555,complete,Group 2
case-6948,Confirmation of receipt,Resource01,2011/04/28 23:16:02.969,Variant 1,1,Internet,General,,Resource01,task-19975,complete,EMPTY
case-6948,T02 Check confirmation of receipt,Resource01,2011/04/28 23:16:18.990,Variant 1,1,Internet,General,,Resource01,task-22689,complete,Group 4
case-6948,T04 Determine confirmation of receipt,Resource01,2011/04/28 23:16:32.023,Variant 1,1,Internet,General,,Resource01,task-22691,complete,Group 3
case-6948,T05 Print and send confirmation of receipt,Resource01,2011/04/28 23:18:01.832,Variant 1,1,Internet,General,,Resource01,task-22692,complete,Group 2
case-6948,T06 Determine necessity of stop advice,Resource07,2011/05/03 20:03:51.093,Variant 1,1,Internet,General,,Resource01,task-22690,complete,Group 1
case-6948,T10 Determine necessity to stop indication,Resource01,2011/05/12 21:31:32.063,Variant 1,1,Internet,General,,Resource01,task-23446,complete,Group 1
case-6948,T11 Create document X request unlicensed,Resource01,2011/05/12 21:46:33.389,Variant 1,1,Internet,General,,Resource01,task-24705,complete,Group 1
case-6948,T12 Check document X request unlicensed,Resource01,2011/05/12 21:46:57.388,Variant 1,1,Internet,General,,Resource01,task-24706,complete,Group 4
case-6948,T14 Determine document X request unlicensed,Resource19,2011/05/19 18:35:15.145,Variant 1,1,Internet,General,,Resource01,task-24707,complete,EMPTY
case-6948,T15 Print document X request unlicensed,Resource01,2011/05/19 19:46:19.283,Variant 1,1,Internet,General,,Resource01,task-25634,complete,Group 2
case-6989,Confirmation of receipt,Resource01,2011/04/28 23:11:56.573,Variant 1,1,Internet,General,,Resource01,task-20579,complete,EMPTY
case-6989,T02 Check confirmation of receipt,Resource01,2011/04/28 23:12:10.772,Variant 1,1,Internet,General,,Resource01,task-22685,complete,Group 4
case-6989,T04 Determine confirmation of receipt,Resource01,2011/04/28 23:12:27.245,Variant 1,1,Internet,General,,Resource01,task-22687,complete,Group 3
case-6989,T05 Print and send confirmation of receipt,Resource01,2011/04/28 23:12:41.628,Variant 1,1,Internet,General,,Resource01,task-22688,complete,Group 2
case-6989,T06 Determine necessity of stop advice,Resource01,2011/05/13 16:36:59.996,Variant 1,1,Internet,General,,Resource01,task-22686,complete,Group 1
case-6989,T10 Determine necessity to stop indication,Resource01,2011/05/13 16:38:32.509,Variant 1,1,Internet,General,,Resource01,task-24881,complete,Group 1
case-6989,T11 Create document X request unlicensed,Resource01,2011/05/13 16:58:35.387,Variant 1,1,Internet,General,,Resource01,task-24882,complete,Group 1
case-6989,T12 Check document X request unlicensed,Resource01,2011/05/13 17:04:13.966,Variant 1,1,Internet,General,,Resource01,task-24884,complete,Group 4
case-6989,T14 Determine document X request unlicensed,Resource19,2011/05/19 18:32:05.630,Variant 1,1,Internet,General,,Resource01,task-24885,complete,EMPTY
case-6989,T15 Print document X request unlicensed,Resource11,2011/05/19 18:53:49.765,Variant 1,1,Internet,General,,Resource01,task-25630,complete,Group 2
case-7364,Confirmation of receipt,Resource02,2011/05/11 19:46:34.343,Variant 1,1,Internet,General,,Resource02,task-23691,complete,EMPTY
case-7364,T02 Check confirmation of receipt,Resource02,2011/05/11 19:46:51.298,Variant 1,1,Internet,General,,Resource02,task-24471,complete,Group 4
case-7364,T04 Determine confirmation of receipt,Resource02,2011/05/11 19:47:05.844,Variant 1,1,Internet,General,,Resource02,task-24473,complete,Group 3
case-7364,T05 Print and send confirmation of receipt,Resource02,2011/05/11 19:47:16.821,Variant 1,1,Internet,General,,Resource02,task-24474,complete,Group 2
case-7364,T06 Determine necessity of stop advice,Resource02,2011/05/11 19:48:56.756,Variant 1,1,Internet,General,,Resource02,task-24472,complete,Group 1
case-7364,T10 Determine necessity to stop indication,Resource02,2011/05/11 19:49:14.353,Variant 1,1,Internet,General,,Resource02,task-24475,complete,Group 1
case-7364,T11 Create document X request unlicensed,Resource02,2011/05/11 19:58:08.252,Variant 1,1,Internet,General,,Resource02,task-24476,complete,Group 1
case-7364,T12 Check document X request unlicensed,Resource02,2011/05/11 19:58:31.858,Variant 1,1,Internet,General,,Resource02,task-24478,complete,Group 4
case-7364,T14 Determine document X request unlicensed,Resource02,2011/05/11 19:59:00.071,Variant 1,1,Internet,General,,Resource02,task-24479,complete,Group 3
case-7364,T15 Print document X request unlicensed,Resource02,2011/05/11 19:59:10.860,Variant 1,1,Internet,General,,Resource02,task-24481,complete,Group 2
case-7443,Confirmation of receipt,Resource02,2011/05/11 22:35:35.318,Variant 1,1,Internet,General,,Resource02,task-24161,complete,EMPTY
case-7443,T02 Check confirmation of receipt,Resource02,2011/05/11 22:36:02.557,Variant 1,1,Internet,General,,Resource02,task-24521,complete,Group 4
case-7443,T04 Determine confirmation of receipt,Resource02,2011/05/11 22:36:15.591,Variant 1,1,Internet,General,,Resource02,task-24523,complete,Group 3
case-7443,T05 Print and send confirmation of receipt,Resource02,2011/05/11 22:36:36.997,Variant 1,1,Internet,General,,Resource02,task-24524,complete,Group 2
case-7443,T06 Determine necessity of stop advice,Resource02,2011/05/11 22:36:55.073,Variant 1,1,Internet,General,,Resource02,task-24522,complete,Group 1
case-7443,T10 Determine necessity to stop indication,Resource02,2011/05/11 22:37:10.431,Variant 1,1,Internet,General,,Resource02,task-24526,complete,Group 1
case-7443,T11 Create document X request unlicensed,Resource02,2011/05/11 22:59:21.655,Variant 1,1,Internet,General,,Resource02,task-24527,complete,Group 1
